0
,psnr[26.1878251563133, 24.191643628300668, 22.567680125325758, 21.712380724832876, 21.01442078245202, 20.4721052217941, 20.132838581590686, 19.90519822550785, 19.779686986191308, 19.387090313793177]
,CSI35[0.38771846953235706, 0.254247572815534, 0.17879305692957997, 0.1486947698551794, 0.10933855770127811, 0.07908478116396088, 0.06807907100434359, 0.057665260196905765, 0.0392139105234559, 0.033789688319254295]
,CSI45[0.20198019801980197, 0.0381791483113069, 0.013177159590043924, 0.003067484662576687, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[718.7952880859375, 978.723876953125, 1163.636474609375, 1329.647705078125, 1488.28759765625, 1598.6334228515625, 1708.92236328125, 1805.98876953125, 1909.7991943359375, 1988.6878662109375]
,lpips[33.84271860122681, 40.361398458480835, 45.21459937095642, 47.73511290550232, 50.843751430511475, 53.94874811172485, 54.588425159454346, 56.373077630996704, 56.4856231212616, 57.14167356491089]
,ssim[0.7007081762043272, 0.5884197700961324, 0.5272779277251922, 0.4834390349118653, 0.44524049743738403, 0.4255306105665971, 0.41308459827480437, 0.39928389753422894, 0.3847715777336834, 0.3699185992217128]
3
,psnr[22.755092848380443, 20.429125642392393, 18.780223869040704, 17.693303087524438, 17.165988330522733, 16.72453585164513, 16.219317052805977, 15.820588989637557, 15.626103285372658, 15.536477785562777]
,mse[87.44770812988281, 149.56710815429688, 218.5431365966797, 281.44549560546875, 318.5458984375, 351.79949951171875, 395.085693359375, 433.4803466796875, 454.2847900390625, 467.2676086425781]
,mae,HSS20[0.5975450443861772, 0.49698039962165186, 0.4223847260486914, 0.3543353428796206, 0.30307678784601877, 0.2728232629752238, 0.2262436937671281, 0.19053988524790666, 0.1389832583504325, 0.11614805969349293]
,HSS35[0.42139378648889814, 0.3524503291752384, 0.21271237005105098, 0.10054648190478212, 0.08962448641318232, 0.07607007127952575, 0.059402515747596356, 0.03178867858966666, 0.020300109429488396, 0.01574906692316597]
HSS45[0.21844871599350266, 0.11342103564335629, 0.07834682770159816, 0.019656951097514336, 0.0, -1.5210579820520969e-05, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.5513479623824451, 0.4655750960177886, 0.4084380259089664, 0.3626599420939573, 0.32851644760729076, 0.305089058524173, 0.27405247813411077, 0.2474405191059841, 0.21013488880787462, 0.18991334681684077]
,CSI35[0.2823586390604189, 0.22915919148427216, 0.13074657446536045, 0.061405767250257474, 0.053784344219803, 0.045740498034076024, 0.0356669318483161, 0.019816881976671266, 0.012679303278688523, 0.009716941275876636]
,CSI45[0.12304250559284115, 0.06043956043956044, 0.040983606557377046, 0.010050251256281407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[798.9944458007812, 1097.6939697265625, 1356.4398193359375, 1561.83154296875, 1698.010986328125, 1806.3365478515625, 1937.349365234375, 2042.2900390625, 2115.56787109375, 2169.64501953125]
,lpips[32.687413692474365, 41.354215145111084, 47.64091372489929, 49.97193515300751, 52.02953815460205, 53.86990308761597, 57.45882987976074, 59.117937088012695, 60.943782329559326, 61.62041425704956]
,ssim[0.6833901416652626, 0.5649875283369885, 0.4823147727978005, 0.427909184184299, 0.39892785971800476, 0.3766222376911954, 0.3553898093696972, 0.33990162476968677, 0.3344241535476057, 0.3299239406866463]
4
,psnr[24.071438740541872, 21.49534942288063, 20.05309420929968, 18.964057798665426, 18.32082005415262, 17.862544469225234, 17.262053292739136, 16.925346979833577, 16.610685981827576, 16.49665651747963]
,mse[65.37901306152344, 117.36143493652344, 164.56765747070312, 212.0855255126953, 246.61546325683594, 273.6334533691406, 312.5427551269531, 338.1642150878906, 363.90924072265625, 375.1436462402344]
,mae,HSS20[0.5179204311460063, 0.3741203682590215, 0.32260337166849423, 0.27070331998065406, 0.25013395367350316, 0.18467209541683952, 0.15286552028023562, 0.13020254505574005, 0.12078584136961722, 0.14215954823587065]
,HSS35[0.41508310138128846, 0.24907974346024117, 0.2128663563316673, 0.13868330039462054, 0.10745331737313123, 0.06857204564855825, 0.035310066815539935, 0.017874291547593815, 0.0112824169268593, 0.009546687272964609]
HSS45[0.12455712777970061, 0.0016922394325986395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6151168150610156, 0.5381110190555095, 0.5183255111398823, 0.5004837149306676, 0.49600878273003357, 0.45567768544667697, 0.4417526393962507, 0.4293208365391341, 0.4240869573896813, 0.43897385594747174]
,CSI35[0.31852186923692544, 0.1840545448316031, 0.15688878018099864, 0.1007463994112906, 0.0757789841600357, 0.049962638407716864, 0.02565732253964006, 0.013201850186303484, 0.008538690943336995, 0.007532519246084417]
,CSI45[0.06698564593301436, 0.0008620689655172414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[732.8468627929688, 1017.259521484375, 1216.462158203125, 1409.3013916015625, 1522.42431640625, 1623.2269287109375, 1750.93994140625, 1832.199951171875, 1915.7186279296875, 1957.6536865234375]
,lpips[37.404945492744446, 43.806272745132446, 48.76740574836731, 51.18526220321655, 54.38583493232727, 54.60200905799866, 57.79944062232971, 57.2924017906189, 59.752559661865234, 59.67172384262085]
,ssim[0.733022684881768, 0.6448306778963411, 0.5946009749987679, 0.561098979658431, 0.5400236144857635, 0.5341802318247396, 0.5149409734617214, 0.5080165890323931, 0.5034167259880971, 0.5061329587807641]
5
,psnr[24.124538745109742, 21.813044261681352, 20.394414611145255, 19.30118090514478, 18.40450508956856, 17.771613997984545, 17.23683922222964, 16.79962617157209, 16.466183284719836, 16.17960196935879]
,mse[63.818302154541016, 109.0604019165039, 152.54466247558594, 196.25692749023438, 240.96792602539062, 278.860107421875, 313.4277038574219, 346.35284423828125, 374.0611267089844, 400.0914306640625]
,mae,HSS20[0.5148737773365751, 0.3611037322476433, 0.3095025475805499, 0.2385345605354998, 0.16139275512769988, 0.09857277187154698, 0.07999925808157476, 0.05287367150191641, 0.04386418538028796, 0.03628757031513998]
,HSS35[0.42623620969658116, 0.247539445933457, 0.2614253569827744, 0.22101687349972893, 0.17341659298739515, 0.13264645644042128, 0.06810615971936457, 0.042832081926160455, 0.030535276104102137, 0.014286650927333649]
HSS45[0.26701965334035527, 0.06492188419615136, 0.03212599193307209, 0.0010176073706061664, 0.008347626704863253, -0.00010645972785027692, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6306914782122645, 0.5380640602400327, 0.5162467662118787, 0.470707284768212, 0.42922568411890877, 0.4011561981128255, 0.39485653602628845, 0.3834281072298944, 0.37618849536486815, 0.3755172413793103]
,CSI35[0.3293389182298307, 0.18615875844657312, 0.1936243654822335, 0.16211851422419146, 0.1283684468397844, 0.0985387627910894, 0.05070866141732284, 0.030567685589519646, 0.020644711968958313, 0.01024183602337927]
,CSI45[0.15660051768766178, 0.03423192126658109, 0.016690510252742013, 0.0005319148936170213, 0.0043499275012083135, 0.0, 0.0, 0.0, 0.0, 0.0]
[751.91650390625, 1009.3695068359375, 1203.04833984375, 1382.1080322265625, 1544.07958984375, 1676.8001708984375, 1783.9984130859375, 1883.402099609375, 1966.4080810546875, 2048.61767578125]
,lpips[38.20842504501343, 46.962568163871765, 50.89123249053955, 54.50019836425781, 57.39058256149292, 59.24113988876343, 60.10388135910034, 61.97929382324219, 64.04800415039062, 64.59699869155884]
,ssim[0.722805830323999, 0.6400829472640641, 0.5833021181101038, 0.548193381014702, 0.5235920906593126, 0.5091206806746521, 0.5022846080693337, 0.4857301429709332, 0.47711222471693976, 0.46720625550795025]
