0
,psnr[26.245506462194164, 24.32529423694619, 22.75179274512098, 21.991015629239627, 21.35286759210568, 20.87447388023232, 20.550899432902252, 20.385037594998508, 20.302309255211867, 19.934188258016185]
,ssim[0.6888440662884272, 0.5785093592258086, 0.4999875563320002, 0.44881573795166996, 0.41623377106961, 0.3881311302017131, 0.370399205429358, 0.3510095693100478, 0.3429354880228016, 0.33742269792468993]
4
,psnr[24.289166199067857, 21.87735273678951, 20.30477500067825, 19.24318471015007, 18.472994045974918, 18.03206203247873, 17.38668890897345, 16.989739516741476, 16.502180631022824, 16.14135536462674]
,mse[61.94114685058594, 107.9986343383789, 156.4094696044922, 199.46401977539062, 237.904296875, 264.6433410644531, 309.5889587402344, 342.1936950683594, 384.21282958984375, 420.8082275390625]
,mae,HSS20[0.5548290166700252, 0.4188522090768862, 0.33609105853820576, 0.2699599728836482, 0.2254123788137317, 0.16612117299665718, 0.14826580716493973, 0.1177767915803175, 0.0939334161145131, 0.09809064527140554]
,HSS35[0.473390025168495, 0.318708290929113, 0.1963033020960501, 0.13973542333827219, 0.10040545813550548, 0.05144678178685596, 0.02336674307856126, 0.010944798683158912, 0.007268416552780543, 0.00824237313922404]
HSS45[0.15080961595172948, 0.023045444048811956, 0.0034960177446971144, 0.0058348440831481226, 0.0019668698274726113, 0.0034057486998891784, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6386791987369252, 0.5651779230210603, 0.5311770875698354, 0.5097332151697582, 0.5006054162605947, 0.4710172153020626, 0.46382000957395875, 0.4455236365374504, 0.42854673274173105, 0.427061948452505]
,CSI35[0.3716713293959175, 0.24291742013261003, 0.14874785591766723, 0.10387403322581765, 0.07206840390879478, 0.038044033075849866, 0.018142332108252588, 0.009076913208031305, 0.006055281900040787, 0.006897009085483122]
,CSI45[0.08230842005676443, 0.011894647408666099, 0.0018416206261510132, 0.002994011976047904, 0.001044932079414838, 0.0017286084701815042, 0.0, 0.0, 0.0, 0.0]
[712.7301635742188, 959.4165649414062, 1160.4019775390625, 1345.5504150390625, 1480.8775634765625, 1579.61962890625, 1720.253173828125, 1817.581787109375, 1942.948974609375, 2041.4398193359375]
,lpips[43.5149610042572, 54.01078462600708, 58.15821290016174, 60.30145883560181, 63.74673247337341, 64.61793184280396, 66.24552011489868, 65.58085680007935, 66.92389249801636, 65.78245162963867]
,ssim[0.73188088935964, 0.6475949168624857, 0.5995027617613712, 0.5628691229758616, 0.5384600697994981, 0.5329966447857357, 0.5123278621708993, 0.5039281910147457, 0.4964918800405809, 0.494289625487065]
5
,psnr[24.31960130495419, 22.007247105752896, 20.17358309502752, 18.97103538857224, 18.0081488716163, 17.315931242762233, 16.85705099265299, 16.46490346104709, 16.185114341294454, 15.893070396900136]
,mse[60.9702262878418, 104.43778991699219, 158.79136657714844, 209.5435791015625, 261.4447021484375, 307.5052795410156, 341.0301818847656, 375.10546875, 401.92462158203125, 429.7267761230469]
,mae,HSS20[0.5313527901289071, 0.4033177852018234, 0.31132674916330066, 0.22111950537196395, 0.13325652660694476, 0.0732767598600849, 0.07963114311841411, 0.06882568555424216, 0.07233118045429161, 0.06329221919469606]
,HSS35[0.4726554608626755, 0.31159398863185744, 0.22282926589534152, 0.1504549691464028, 0.10453205300803023, 0.07409178452825592, 0.05088166576305541, 0.027345285123710258, 0.011652791946483389, 0.005612832835522142]
HSS45[0.2924497260204481, 0.11263886249656373, 0.07450422260824845, 0.05503144411310463, 0.02747685676082001, 0.010900133961518722, 0.001802133986824628, 0.0, 0.0, 0.0]
,CSI20[0.6378619785205402, 0.5629285754236815, 0.5207324099959453, 0.4662433155080214, 0.4202131449568926, 0.39048420883823953, 0.38679676315602446, 0.3674401740391588, 0.34451792777021334, 0.31955711344794974]
,CSI35[0.3704875122696041, 0.23662415713866908, 0.16489579076420105, 0.10945400467388997, 0.07513736848830771, 0.052054309849188456, 0.03451635351426583, 0.018053300219696245, 0.00806815334502631, 0.003414819231394656]
,CSI45[0.17404383326171036, 0.06096528365791703, 0.03944866920152091, 0.028886554621848744, 0.014374700527072352, 0.005772005772005772, 0.0009551098376313278, 0.0, 0.0, 0.0]
[727.0911865234375, 976.6536865234375, 1214.513916015625, 1421.94775390625, 1614.849609375, 1770.222412109375, 1869.7613525390625, 1971.9774169921875, 2052.49267578125, 2135.35107421875]
,lpips[43.781810998916626, 54.7218918800354, 59.024578332901, 61.97702884674072, 64.13862705230713, 66.40353202819824, 66.10008478164673, 66.00763201713562, 66.56479835510254, 66.8510377407074]
,ssim[0.7260920565060872, 0.6411362679805042, 0.5769445296544737, 0.5372189061220684, 0.5091354869711769, 0.4902542326667144, 0.48234010915956815, 0.4676391775644208, 0.45770408602709184, 0.448192647748524]
