0
,psnr[26.075023095205193, 24.190368899234734, 22.72506278219489, 21.949666036816286, 21.170635044270853, 20.566708198085685, 20.266255358550936, 20.01289889578829, 19.87244074552998, 19.49839970523426]
[756.36865234375, 1009.4346923828125, 1199.4443359375, 1353.99560546875, 1501.8800048828125, 1591.6630859375, 1685.228271484375, 1789.411865234375, 1881.9122314453125, 1965.1190185546875]
,lpips[31.2668114900589, 36.52023673057556, 40.92590808868408, 42.849376797676086, 46.2357372045517, 48.51977825164795, 47.78953194618225, 50.28679966926575, 51.30593180656433, 51.979124546051025]
,ssim[0.6827572192690728, 0.5685033320077475, 0.5120892306841618, 0.4697380788040946, 0.43269097895364267, 0.4176662349097456, 0.4006183711833939, 0.3877975918998824, 0.37177363628562643, 0.3593218406910118]
3
,psnr[22.687574275767556, 20.34647426075967, 18.70335447288283, 17.634355880941172, 17.071296507114667, 16.540035845128553, 16.003564383496037, 15.572697951773947, 15.344542497879484, 15.240519215559022]
,mse[88.63352966308594, 151.9662628173828, 221.63917541503906, 284.676513671875, 325.581298828125, 367.5260009765625, 415.1806335449219, 458.0838317871094, 482.5299987792969, 494.347900390625]
,mae,HSS20[0.5931776388016946, 0.5045515534313506, 0.4298017923167291, 0.3563850064137948, 0.30977447522524487, 0.2531070413726035, 0.19402238257919555, 0.15112275302160097, 0.13525413293412622, 0.1389425429057092]
,HSS35[0.4275351806624007, 0.4107800512898802, 0.31442388576614966, 0.22947192033077246, 0.19946477104226193, 0.17864986449943718, 0.130113966921224, 0.10187932162087951, 0.10318984937552768, 0.11986317046254272]
HSS45[0.2306382299737187, 0.12797814308453284, 0.06749393811809122, 0.030611248792225293, -0.00038500460490228765, -0.0005175059440319837, -0.0006485456971621448, -0.0007877088614143086, -0.0006741090339895803, -0.0005571766008092459]
,CSI20[0.5481262860349593, 0.47365991691585224, 0.4173842530022783, 0.37001804165983276, 0.3399341103120905, 0.29861245790652163, 0.2628265605434242, 0.23482009957398756, 0.22286128814964504, 0.2215792519332948]
,CSI35[0.28780429308070504, 0.27668523360236447, 0.20396797772363384, 0.1460891314233743, 0.12720026569246098, 0.11510557661072009, 0.08716026241799436, 0.07165200391006843, 0.07172743574417216, 0.08068642080579834]
,CSI45[0.13082039911308205, 0.06878306878306878, 0.0353356890459364, 0.015945330296127564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[823.7203369140625, 1120.3643798828125, 1380.89306640625, 1585.393310546875, 1722.6796875, 1843.115234375, 1983.2056884765625, 2107.2275390625, 2181.478271484375, 2218.620849609375]
,lpips[31.02676272392273, 37.18772530555725, 41.054293513298035, 43.25447082519531, 46.496570110321045, 49.596354365348816, 52.96839475631714, 54.376888275146484, 56.3793420791626, 56.782424449920654]
,ssim[0.669857921828746, 0.5562585869757926, 0.4749072759392165, 0.41798946085987626, 0.38416695199770345, 0.36014680433144497, 0.3394944759870881, 0.32321836339967697, 0.3169951965207939, 0.3145134430931805]
4
,psnr[23.789370154090186, 21.300436823897783, 19.837356079672507, 18.813314144204572, 18.223495573135324, 17.786634493693075, 17.158900211924546, 16.726269615349068, 16.236131215663086, 15.988099176054183]
,mse[69.60352325439453, 122.75560760498047, 172.56427001953125, 218.64268493652344, 251.2546844482422, 278.10882568359375, 321.31646728515625, 355.27935791015625, 396.8785400390625, 422.0784912109375]
,mae,HSS20[0.5099246300574113, 0.38867718352778724, 0.33076890850917734, 0.2748063868635118, 0.2527563130573178, 0.20148591761508652, 0.1737596389784723, 0.14723518734115293, 0.11010284793543715, 0.11296162241353148]
,HSS35[0.45280782382684087, 0.3527622884747462, 0.28691699293304224, 0.21578299515734176, 0.17304893393504808, 0.13891011485759153, 0.10433563804137444, 0.07618229690371835, 0.061837056313364905, 0.04876055805689174]
HSS45[0.2048219156829945, 0.06064126117153291, -0.00015120570530041764, -6.0794711397250476e-05, -4.563434769574885e-05, -0.00012124604010013497, -6.083036735338956e-05, 0.0, 0.0, 0.0]
,CSI20[0.6037382717265496, 0.5340873499216983, 0.5101915862360707, 0.4862315090352353, 0.4800335606108881, 0.4470691255908169, 0.4331032318795104, 0.4166414618120378, 0.39623559115084545, 0.40226856331185534]
,CSI35[0.35322936792713217, 0.2708187075853308, 0.21830291908791247, 0.16386128574325695, 0.13053994451163123, 0.10856882109448843, 0.08457902133639963, 0.06381664298511151, 0.05234997263938712, 0.043066957414058485]
,CSI45[0.1150190114068441, 0.031799163179916316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[763.1586303710938, 1033.4862060546875, 1233.4578857421875, 1411.3367919921875, 1526.248291015625, 1618.04052734375, 1753.7109375, 1860.5985107421875, 1978.399658203125, 2053.1435546875]
,lpips[33.93491506576538, 38.66361975669861, 42.95235276222229, 45.74337601661682, 49.15928840637207, 48.97153675556183, 51.495516300201416, 53.077322244644165, 55.70415258407593, 53.56367826461792]
,ssim[0.7208968803086606, 0.632946956122781, 0.577967348381824, 0.5424933592339259, 0.5201796379028237, 0.5139917188496548, 0.4944057996949713, 0.4864799249092945, 0.4783987468040013, 0.4750024062835187]
5
,psnr[23.847266954696806, 21.581665589346034, 20.020979281208145, 18.960260490145643, 18.08474587033819, 17.476891353120692, 17.02191476023807, 16.58177721510272, 16.29729240996607, 16.077885686152644]
,mse[68.08279418945312, 115.48624420166016, 166.4257354736328, 211.93704223632812, 259.1587219238281, 299.3728332519531, 330.2337341308594, 363.43096923828125, 387.32073974609375, 408.6026306152344]
,mae,HSS20[0.4975851247249436, 0.3756196274450411, 0.3027204365853264, 0.23934058429710253, 0.17349795348713168, 0.11815796879200612, 0.08802114395937778, 0.07046881243109386, 0.07010470898565944, 0.0788495978162689]
,HSS35[0.4763046200054389, 0.3788935471646053, 0.3514992368688898, 0.32193737968317837, 0.28629399621219115, 0.23390841956163783, 0.16913750843980632, 0.1366911352785379, 0.10676043015943858, 0.07327065552299371]
HSS45[0.29071030765563627, 0.13293911185445464, 0.021941765526120115, 0.010157329917723612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6081026349645019, 0.5276543181372153, 0.4884150436534588, 0.43981835349129994, 0.39411389072495273, 0.35879490768512967, 0.33885268431085697, 0.3248707830823098, 0.3195260290896838, 0.3242963762251596]
,CSI35[0.37504951921345475, 0.29390309315215446, 0.2682680740424541, 0.24428588230681772, 0.21833256563795486, 0.18053831833695314, 0.1331069060326702, 0.1072212837837838, 0.08244053023424734, 0.057599920756772824]
,CSI45[0.17302798982188294, 0.07299875570302779, 0.011687704534829358, 0.005285412262156447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[772.8650512695312, 1025.416748046875, 1243.5390625, 1418.332763671875, 1589.7779541015625, 1732.4105224609375, 1835.7784423828125, 1940.65234375, 2018.07861328125, 2080.260498046875]
,lpips[34.72069203853607, 41.161102056503296, 45.42302489280701, 47.9335218667984, 50.883495807647705, 53.65750789642334, 55.240583419799805, 56.42232894897461, 58.49132537841797, 59.66585874557495]
,ssim[0.7123897491094883, 0.626903177967157, 0.5664837006917252, 0.5302220910567746, 0.5037252364853562, 0.48743748932141895, 0.4817371058769858, 0.46475510659362057, 0.45580309458583246, 0.44700015076553506]
