0
,psnr[26.48576479843929, 24.60235032362036, 23.132970767704215, 22.359605555920375, 21.6092287377491, 20.93520416052555, 20.416776276729788, 20.013008417778686, 19.766883684847226, 19.258991927678064]
,CSI20[0.6208023962200473, 0.5421868066140577, 0.5194193584132085, 0.49027911453320494, 0.46523532878673063, 0.45327500901078016, 0.43735946032765816, 0.43792028607142297, 0.43355959056243304, 0.4221152519507596]
,CSI35[0.3776770210302913, 0.2660094224393648, 0.17693622380138524, 0.15717888668708338, 0.10646563685135511, 0.09116022099447516, 0.06706184198885251, 0.045119025650489024, 0.026496654006149395, 0.02051132497326723]
,CSI45[0.28813559322033905, 0.09759358288770054, 0.03462050599201066, 0.02023121387283237, 0.01027900146842878, 0.0, 0.0, 0.0, 0.0, 0.0]
[711.9542236328125, 956.726806640625, 1133.4371337890625, 1296.0369873046875, 1432.226318359375, 1516.6478271484375, 1569.311767578125, 1630.69140625, 1679.55810546875, 1723.14208984375]
,lpips[34.451425075531006, 43.474555015563965, 48.90643060207367, 51.33984684944153, 54.3718695640564, 56.3571572303772, 57.29266405105591, 58.94254446029663, 60.0110650062561, 62.1293842792511]
,ssim[0.699480426167017, 0.5865851755875724, 0.5225156100715639, 0.47643117734635515, 0.4399890829511977, 0.41971517732988817, 0.4165893217003812, 0.41039460771695846, 0.4042275347900167, 0.39519220414371986]
3
,psnr[23.07484051083844, 20.664034968711405, 18.964297408332193, 17.806888156014473, 17.117238873785954, 16.46056610687884, 16.07124790626205, 15.621518058070055, 15.332078802222956, 15.179289132862142]
,mse[81.0684585571289, 141.62294006347656, 209.22943115234375, 273.6701965332031, 322.1339111328125, 375.48773193359375, 412.02850341796875, 457.32684326171875, 490.1963195800781, 509.14715576171875]
,mae,HSS20[0.6050092948091667, 0.5121891312075518, 0.43330048658595294, 0.3646987850949356, 0.3094819854432846, 0.265053718126604, 0.20434948531813227, 0.1564432035336746, 0.12243688355365558, 0.09764786293083559]
,HSS35[0.4209518891582468, 0.3059136994960639, 0.1934731774856569, 0.11843036654793306, 0.09254930309920197, 0.08197785401911911, 0.042569515350567425, 0.02578105960063298, 0.005892644526802957, -0.0005014045311087426]
HSS45[0.2340940750689297, 0.08276664637795626, 0.03402022858246004, -1.5219490150242459e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.558480388057205, 0.4797817068750252, 0.4209219516889617, 0.3850094743490771, 0.36260285663676906, 0.3449126630944813, 0.30765226444560123, 0.2773966033671225, 0.25685051818022137, 0.24079095879567872]
,CSI35[0.2818424890617404, 0.19413696630580218, 0.11759331767162619, 0.07278002018163471, 0.057416863868476775, 0.051400700350175084, 0.02655217965653897, 0.016358374229268908, 0.004754561809303521, 0.0]
,CSI45[0.13303769401330376, 0.043478260869565216, 0.017391304347826087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[782.6495971679688, 1083.280517578125, 1349.861572265625, 1567.5390625, 1726.2486572265625, 1882.668212890625, 1996.75439453125, 2117.928466796875, 2216.300048828125, 2277.100830078125]
,lpips[34.151771664619446, 45.555004477500916, 51.93256139755249, 55.12542724609375, 57.48114585876465, 60.322242975234985, 63.011544942855835, 65.34892320632935, 67.32320785522461, 68.60682964324951]
,ssim[0.6923524281351126, 0.573332246993967, 0.4851756361292907, 0.43067125264623995, 0.406164968145347, 0.384000635349253, 0.36893095104382523, 0.357405481839425, 0.3531382993802726, 0.3462939317239379]
4
,psnr[24.106688824562394, 21.857673883580574, 20.342638338808857, 19.392185982659836, 18.762086442490233, 18.291517469959278, 17.727617171736426, 17.53854959816897, 17.172822332148417, 16.95077897273177]
,mse[64.54901123046875, 108.7532958984375, 154.93544006347656, 192.34405517578125, 222.639404296875, 247.65077209472656, 282.8705749511719, 298.01495361328125, 323.77313232421875, 343.0197448730469]
,mae,HSS20[0.5075219611978575, 0.43226966589585925, 0.352878847734052, 0.31112484255468775, 0.2819214925777535, 0.20440781211575462, 0.15177012595363656, 0.1280228421303745, 0.08144384980868676, 0.07786308552889216]
,HSS35[0.43183464745111566, 0.40950427995395655, 0.30883130427261657, 0.27863837406023456, 0.25053127545356096, 0.20230388125247004, 0.12121635314118874, 0.10154503497501687, 0.060743339465651976, 0.0339020501988622]
HSS45[0.24100459672971258, 0.08056849369326018, -0.0003729468720127857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6024607291231349, 0.5593042080758187, 0.5227107007841334, 0.5104202698028364, 0.5063643136719939, 0.4667666014031653, 0.44225935976128733, 0.43175661596165865, 0.41230823212928136, 0.4152619722686138]
,CSI35[0.3324011605551089, 0.3195626163254453, 0.23573512449962683, 0.21345537145911278, 0.19136231079016805, 0.15700778285199715, 0.09560706967213116, 0.08102760688781031, 0.049138618110477594, 0.02924338039164661]
,CSI45[0.13818860877684405, 0.042993630573248405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[733.749267578125, 965.5480346679688, 1170.133056640625, 1326.37939453125, 1430.681640625, 1529.8262939453125, 1663.073486328125, 1723.4974365234375, 1819.2952880859375, 1885.13916015625]
,lpips[39.643752574920654, 49.15798604488373, 54.924845695495605, 56.36253356933594, 60.19721031188965, 61.740368604660034, 65.0605320930481, 64.407479763031, 66.76083207130432, 66.35923385620117]
,ssim[0.738522311419556, 0.6502225411147453, 0.6012623197764817, 0.5719026999802947, 0.550053555761832, 0.5415127179548636, 0.5217509691600121, 0.5197100722709013, 0.5145349752639069, 0.5129789117190555]
5
,psnr[24.228822692243586, 22.00479881970388, 20.465908432213418, 19.359099442051402, 18.531630202470588, 17.92131356731233, 17.459294188317955, 17.098151284235776, 16.8285837520622, 16.6042546686593]
,mse[62.299686431884766, 105.14361572265625, 149.8647003173828, 194.83224487304688, 235.60049438476562, 271.3014221191406, 299.536865234375, 324.7739562988281, 345.2547607421875, 362.9034118652344]
,mae,HSS20[0.5042556708337226, 0.4351931587705709, 0.33897710841972234, 0.2579156134858204, 0.16997795003254426, 0.10175939180716917, 0.06210746783032967, 0.047966352374024024, 0.0460497638343063, 0.044554195260316454]
,HSS35[0.4601991700718355, 0.4371012564327211, 0.3635142735453262, 0.33281457795371283, 0.2706817983170949, 0.23313283425152062, 0.14888708484058963, 0.13957429740763813, 0.11155818340402003, 0.09592047880415652]
HSS45[0.4505993393609935, 0.3131449065331969, 0.16907429119930437, 0.09699805635923196, 0.03326707878776793, 0.0008227213782136474, 0.002045639896777592, -0.0005406685207238598, -0.0001518833071599654, 0.0]
,CSI20[0.6154721274175198, 0.569211604731303, 0.5193882881180746, 0.46974270675544616, 0.4243336926426141, 0.38698462595372174, 0.35686106256736533, 0.33760243179185223, 0.3190812141099262, 0.3038398820559787]
,CSI35[0.3578018746553942, 0.34239500771079145, 0.2774188526504242, 0.25498729107294155, 0.20883154230361736, 0.18123798539023456, 0.1196926809543065, 0.10962420569793375, 0.08582816250735993, 0.07116960516513533]
,CSI45[0.29502716255745925, 0.1896144767899292, 0.09436555199267062, 0.05231081767394617, 0.01777362020579981, 0.0009425070688030159, 0.0014038371548900327, 0.0, 0.0, 0.0]
[736.8541259765625, 972.446044921875, 1178.2635498046875, 1367.38134765625, 1523.3460693359375, 1650.9537353515625, 1755.1392822265625, 1843.095458984375, 1910.869140625, 1976.620849609375]
,lpips[40.69809019565582, 52.1228551864624, 57.81416893005371, 59.79986786842346, 62.70802617073059, 64.53748941421509, 66.61009788513184, 67.8169846534729, 70.42759656906128, 71.50485515594482]
,ssim[0.7308125934340483, 0.6466155313261311, 0.5879150587422722, 0.5523196241330374, 0.5283295360535676, 0.5128952357372546, 0.5031611313281855, 0.4878288434412075, 0.4791394894612209, 0.4716753639737343]
