0
,psnr[26.096440165145125, 24.229910503853706, 22.71619929088505, 21.842631574706797, 20.992616003216387, 20.38663671743221, 19.918352673290382, 19.590153171472515, 19.418128849323885, 18.941544830492983]
,ssim[0.6719126158361785, 0.5634708464084585, 0.4935448029502049, 0.4465907265895079, 0.41240139772085055, 0.3890085313153678, 0.3706779242832482, 0.35885008417160646, 0.35252787290349996, 0.34931487390726523]
2
,psnr[23.430070455303223, 21.242539148949334, 19.971366619835624, 19.01250662643519, 18.149966187095675, 17.74508404815364, 17.306705324655702, 16.91644144253414, 16.58758141289393, 16.2757072232572]
,mse[74.5252456665039, 123.21788787841797, 165.18922424316406, 206.26962280273438, 253.58779907226562, 279.90380859375, 310.291015625, 340.2431640625, 367.0997009277344, 394.78857421875]
,mae,HSS20[0.6618843084200131, 0.5648687237040314, 0.5205507345024186, 0.48760463343059074, 0.44675537121811326, 0.4073466819231849, 0.3787383943689263, 0.3750016006092651, 0.34310741853637955, 0.3190077073699164]
,HSS35[0.564889594201999, 0.4286555899340958, 0.33553975407946346, 0.2796661536226988, 0.1909123271363985, 0.11093191153065571, 0.09539989437672944, 0.07801412139684029, 0.06386479604140617, 0.03527512389789899]
HSS45[0.3408605598969182, 0.16015231820766362, 0.04848944488733779, 0.008272343671776289, 0.005476190395056874, -0.00016519814897564207, -0.00019502255240796048, -6.064250135652916e-05, 0.0, -3.043278071689859e-05]
,CSI20[0.611846318036286, 0.5311465068601167, 0.49750798965149906, 0.47882318986976447, 0.44993951718939007, 0.4227152034261242, 0.4052237308541234, 0.40566736329378467, 0.38732225403477344, 0.3728371800910661]
,CSI35[0.41753769309037103, 0.29808745471396075, 0.226905456059975, 0.1850582590815627, 0.12521983819908547, 0.07459954233409612, 0.06720119027938502, 0.057980785437384115, 0.04942934559487643, 0.03324456661798814]
,CSI45[0.20637898686679176, 0.08789625360230548, 0.025531914893617023, 0.004594180704441043, 0.0029850746268656717, 0.0, 0.0, 0.0, 0.0, 0.0]
[741.0172119140625, 987.1956176757812, 1182.31298828125, 1349.9447021484375, 1514.6845703125, 1603.560791015625, 1706.6375732421875, 1806.4794921875, 1893.197998046875, 1980.12060546875]
,lpips[32.39494264125824, 38.220930099487305, 42.380085587501526, 44.206368923187256, 48.06157350540161, 49.62087273597717, 49.565938115119934, 51.38310194015503, 52.27346420288086, 53.237056732177734]
,ssim[0.6882300534852142, 0.5735371375295144, 0.5072199359242622, 0.453101974545897, 0.4132173836457236, 0.39777646351403234, 0.3807240329050061, 0.3640536105749794, 0.35073157772355285, 0.33640299907950133]
3
,psnr[22.881226393243676, 20.65494527033308, 19.03321577531905, 17.93210669471184, 17.30943698357121, 16.73035554242999, 16.22132331033664, 15.781755964666017, 15.53015779857057, 15.346750126492509]
,mse[84.879150390625, 142.18109130859375, 206.6529541015625, 266.7752990722656, 308.3290710449219, 351.116455078125, 394.424560546875, 436.5504150390625, 463.3260192871094, 485.27435302734375]
,mae,HSS20[0.5972617168617821, 0.5140642683975774, 0.44383481576807243, 0.3844862885590731, 0.32537332774334216, 0.27112180481078285, 0.22810268027617073, 0.18680222504108507, 0.15303453648116208, 0.13866526274227065]
,HSS35[0.4248916155640882, 0.38077914117989264, 0.25771584321968155, 0.1667133778226637, 0.13907954421657434, 0.1202286688580416, 0.07943455719220809, 0.05493300274530637, 0.047880297174610446, 0.03328821366519457]
HSS45[0.2227875996673281, 0.12023248076283231, 0.046322255018140586, 0.012334030538592831, -0.00030387062720325567, -0.00013352041941097745, -8.987060604811336e-05, 0.0, 0.0, 0.0]
,CSI20[0.5501208110095598, 0.4776606889751648, 0.4220903751648088, 0.38195027076500654, 0.34447282013863556, 0.3059222390535959, 0.28150002626096393, 0.2562788846000727, 0.23489075049658867, 0.22511114570899718]
,CSI35[0.2850717238025772, 0.2509269226169119, 0.16032993942518367, 0.10087719298245613, 0.08392494929006086, 0.07329645461403067, 0.049381156857792374, 0.035265989240884636, 0.030973986690865093, 0.02246893999471319]
,CSI45[0.12582781456953643, 0.064343163538874, 0.024137931034482755, 0.0066518847006651885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[805.9710693359375, 1090.294189453125, 1344.7611083984375, 1551.384521484375, 1695.00146484375, 1826.1221923828125, 1966.19384765625, 2087.12158203125, 2175.092041015625, 2246.142578125]
,lpips[32.76423215866089, 38.510751724243164, 43.49565505981445, 45.84919214248657, 48.72252941131592, 51.30859613418579, 53.93936634063721, 56.403207778930664, 58.16551446914673, 58.491045236587524]
,ssim[0.6770831509513158, 0.5666856802128772, 0.483514219200677, 0.4242842556388604, 0.39399176387430385, 0.3677320805783322, 0.34575152373649204, 0.32921244272964245, 0.3209253935777632, 0.3138217167985565]
4
,psnr[23.97751237883927, 21.418078604479668, 20.028151995663567, 18.970199182077714, 18.387387931368288, 17.958836486248018, 17.40577940744912, 17.081730260143413, 16.63861552254925, 16.45098267664382]
,mse[66.48992156982422, 119.47187042236328, 166.0627899169922, 212.1724853515625, 244.0128173828125, 268.9472961425781, 303.6994323730469, 327.84173583984375, 362.3041076660156, 380.1161193847656]
,mae,HSS20[0.5144570262876588, 0.3741727956494278, 0.32128977335375236, 0.26944560867201955, 0.25936268475692154, 0.20767471815043465, 0.1813961010686911, 0.16153780068144094, 0.13110756959838174, 0.1428483626035509]
,HSS35[0.43112899478043687, 0.278565482503966, 0.20093192577518335, 0.11250090093824584, 0.08569662717750076, 0.06439520696035665, 0.04508108722131642, 0.026095598003973715, 0.018232912197467564, 0.017364024334994333]
HSS45[0.16497284000835244, 0.018487040076348174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6100980739401786, 0.5324320029060527, 0.5123854212134439, 0.4948243429280032, 0.4980031039834455, 0.4673486088379705, 0.45728044582193383, 0.44791666666666663, 0.43254860599789063, 0.44426354819175445]
,CSI35[0.3328354061001875, 0.20760702711922227, 0.14884352793646372, 0.08280210157618213, 0.061853376348870844, 0.04775138102823058, 0.03351973903202183, 0.019416853572572893, 0.013905418102098336, 0.013435700575815739]
,CSI45[0.09064885496183206, 0.009450171821305841, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[744.5899658203125, 1022.390869140625, 1213.7286376953125, 1393.068603515625, 1497.046630859375, 1584.962646484375, 1706.9422607421875, 1795.45068359375, 1908.016357421875, 1961.8310546875]
,lpips[36.659175157547, 41.74155592918396, 46.21357023715973, 48.35212528705597, 51.61257982254028, 51.90485715866089, 55.54828643798828, 55.701231956481934, 58.60612392425537, 58.26917886734009]
,ssim[0.7254291672262939, 0.6394417075182384, 0.5907369350294498, 0.5585414778979593, 0.5387406673529914, 0.5339717031604414, 0.5128440725296077, 0.5083619297906715, 0.5019538377619901, 0.5022464165545424]
5
,psnr[23.99650163478766, 21.74776324365892, 20.251482879435073, 19.157081602879956, 18.27161839496233, 17.722107905849533, 17.297870518623625, 16.888241905528986, 16.58285950478964, 16.29666612479833]
,mse[65.75440216064453, 110.91860961914062, 157.7196044921875, 203.11375427246094, 249.13088989257812, 284.45867919921875, 311.2232666015625, 339.8076477050781, 363.6578063964844, 388.9487609863281]
,mae,HSS20[0.52617509592692, 0.37635568393245583, 0.316354429151521, 0.2344134768663013, 0.16443390850252723, 0.10384019693604353, 0.07196127504202864, 0.04926777522609499, 0.042972067476693694, 0.04252507647021163]
,HSS35[0.4847601852794515, 0.3293626915352008, 0.32261293195843693, 0.2676056615330091, 0.2285828418086391, 0.1751096856742511, 0.0976044747229342, 0.0667554842776411, 0.04160975169324183, 0.031911813176737906]
HSS45[0.29078426013392283, 0.08443143778232685, 0.012085347864765809, -1.5250900952252288e-05, -1.525160729289598e-05, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6318576924903815, 0.5352353001399174, 0.5063678100030901, 0.45109920157497546, 0.40877393726116706, 0.376929687748671, 0.3600505156809093, 0.3458573169194571, 0.3383637304495676, 0.3383852242744063]
,CSI35[0.382591457920346, 0.2500734861845973, 0.2418890842256673, 0.1987912711933155, 0.16977424916796988, 0.13213396973034716, 0.07492707562366668, 0.05054003554664356, 0.031052272948505794, 0.021262955443957683]
,CSI45[0.17294520547945205, 0.045048873778155536, 0.006223073240785065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[761.5516357421875, 1009.271240234375, 1215.2178955078125, 1394.685546875, 1557.842041015625, 1687.05712890625, 1783.799560546875, 1878.69921875, 1954.1259765625, 2027.4002685546875]
,lpips[36.758142709732056, 45.48381268978119, 49.2220938205719, 51.61222815513611, 55.25703430175781, 57.26184844970703, 59.05124545097351, 61.14078760147095, 62.88877725601196, 63.363540172576904]
,ssim[0.7153252487445296, 0.6356328975746266, 0.5773045672442431, 0.5412620371826932, 0.5163066649518048, 0.5041544278013529, 0.499162292640292, 0.48354164872305744, 0.4755571334478385, 0.4660365664165965]
