0
,psnr[25.986687545167666, 24.136271672728718, 22.67662041341755, 21.937118589338986, 21.248566043635762, 20.73118506172907, 20.359881327549015, 20.142084386435428, 19.99761062558463, 19.65287527002525]
HSS45[0.018025476297428938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.5497590311817769, 0.463089931437024, 0.4195760476702159, 0.37793254440103435, 0.33953067592267777, 0.3153844727522204, 0.28352307211299727, 0.24513944445478056, 0.21089476301595192, 0.1840067439079378]
,CSI35[0.22611036339165544, 0.13793969849246232, 0.0704032809295967, 0.02611218568665377, 0.005547850208044382, 0.0009878633926051368, 0.0, 0.0, 0.0, 0.0]
,CSI45[0.0091324200913242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[813.5905151367188, 1090.621826171875, 1315.0799560546875, 1518.721435546875, 1666.965087890625, 1780.2315673828125, 1887.435791015625, 2012.7274169921875, 2087.927001953125, 2158.40576171875]
,lpips[43.73207092285156, 53.69385480880737, 57.97222852706909, 60.62517762184143, 61.95226311683655, 63.61805200576782, 64.50974345207214, 65.57070016860962, 66.0760223865509, 65.47198295593262]
,ssim[0.6631986699167168, 0.5577680981168522, 0.48615025719889915, 0.4365944299030336, 0.4082955130741672, 0.38369152524176053, 0.3688932456009548, 0.35299385905143854, 0.34877406523889176, 0.34024529392733954]
4
,psnr[23.863363619865275, 21.55058840132959, 20.079751182262115, 19.019538995021882, 18.14885774151513, 17.698071461093605, 17.058024211959594, 16.645757603065558, 16.081154747097376, 15.664666340537917]
,mse[68.34683227539062, 117.08126068115234, 166.03001403808594, 212.1678466796875, 260.13092041015625, 286.2272644042969, 330.9876708984375, 362.3396911621094, 411.96435546875, 451.6778869628906]
,mae,HSS20[0.519170243545812, 0.38376467383061785, 0.3178029144975554, 0.2563734424895912, 0.22053954511729268, 0.16700896251112118, 0.13748912989556264, 0.11529466093112985, 0.0942567500380642, 0.09021809608697882]
,HSS35[0.4007243310634072, 0.2501015853553064, 0.16041904867824117, 0.10751324320166047, 0.08426228819005258, 0.05973024422954526, 0.05416573900376837, 0.04871068135077131, 0.03974900031741788, 0.03075151161805103]
HSS45[0.01511809872934015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6206793409985522, 0.5514034140374465, 0.5259774420268507, 0.5004586781913809, 0.48889800985063875, 0.457744039430319, 0.43919775085135015, 0.42112868346836485, 0.3996362166531932, 0.389293256514875]
,CSI35[0.3065467925576229, 0.18558601618244513, 0.11803140478448729, 0.07958840823183537, 0.0619139038617736, 0.046049083063646176, 0.041257237386269636, 0.03671067281692381, 0.030820853787360963, 0.023767199947330307]
,CSI45[0.007707129094412331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[754.6557006835938, 1006.0996704101562, 1204.143310546875, 1388.4637451171875, 1551.8514404296875, 1647.33251953125, 1796.59912109375, 1898.002685546875, 2044.5318603515625, 2164.386962890625]
,lpips[49.40923452377319, 56.41456842422485, 58.91214609146118, 60.519224405288696, 62.79919147491455, 64.25710320472717, 65.87438583374023, 64.76994752883911, 66.77270531654358, 65.8589243888855]
,ssim[0.7068881867428287, 0.6282314617293067, 0.5863314797618431, 0.5548465169147846, 0.5316837183588353, 0.5285045315781969, 0.5095949709807277, 0.502512135997419, 0.49418969810113356, 0.4880829864531545]
5
,psnr[24.08791891531367, 21.934305393172803, 20.33438717896357, 19.286050645703792, 18.30273889141148, 17.536019520035282, 16.95056562479859, 16.352872173218774, 15.884233301447242, 15.422188684476254]
,mse[64.17166137695312, 105.98838806152344, 153.72732543945312, 196.368896484375, 247.55796813964844, 296.4607238769531, 336.39056396484375, 385.669677734375, 429.4826354980469, 476.52398681640625]
,mae,HSS20[0.5162393778980339, 0.3962796646659244, 0.3102707440377877, 0.2316412560146776, 0.1284441032788588, 0.06392659879380734, 0.062066444979945005, 0.045568032745144524, 0.03548679155244005, 0.028711970741985032]
,HSS35[0.443415627102424, 0.2757348076087131, 0.19617750107414292, 0.10026258393525232, 0.046695180473058054, 0.023126031985997334, 0.013408582365485592, 0.005905839109553012, 0.0008804753600492218, 0.0]
HSS45[0.190621175893387, 0.033733253927412964, 0.004713519533427305, -0.00013669279616347914, 0.0036346048607916797, 0.006565597079761038, -3.0489318237389314e-05, 0.0, 0.0, 0.0]
,CSI20[0.6310515386948508, 0.5638139380897202, 0.5275154090497928, 0.47398566525127533, 0.40651452282157674, 0.35790476389862974, 0.33562066390310946, 0.3061235848741553, 0.27778995075709517, 0.25420024102648936]
,CSI35[0.344811320754717, 0.20803485710065722, 0.14326170248209227, 0.07265774378585087, 0.03329687158171079, 0.0163112235676848, 0.00921225794322241, 0.0037063778580024064, 0.0005547990114490342, 0.0]
,CSI45[0.10715835140997831, 0.0175513698630137, 0.002400384061449832, 0.0, 0.0019342359767891683, 0.0033997085964060226, 0.0, 0.0, 0.0, 0.0]
[751.500732421875, 990.9080810546875, 1204.9949951171875, 1379.1983642578125, 1574.239990234375, 1752.2742919921875, 1885.880615234375, 2041.2127685546875, 2161.15380859375, 2287.68896484375]
,lpips[49.10041689872742, 56.37706518173218, 59.29512977600098, 62.09883093833923, 63.86639475822449, 64.62851166725159, 63.90583515167236, 63.475871086120605, 64.53169584274292, 65.46063423156738]
,ssim[0.7085081828582362, 0.6328584790075324, 0.5795725552326119, 0.5462487651729263, 0.5193999829242694, 0.502950467260457, 0.493083876840598, 0.4735471901056152, 0.4596372646828748, 0.4423098257619976]
