0
,psnr[26.066079811276047, 24.06502410056772, 22.61633269213114, 21.84785998323445, 21.014668755539184, 20.41796510888645, 20.16261100606897, 19.959242890892057, 19.74992133113968, 19.459825831093475]
[693.0532836914062, 893.6536254882812, 1097.1246337890625, 1258.1717529296875, 1340.308837890625, 1405.3245849609375, 1467.9959716796875, 1518.9068603515625, 1562.2332763671875, 1615.0389404296875]
,lpips[33.20291042327881, 40.512287616729736, 43.750959634780884, 46.62675857543945, 48.350489139556885, 50.69841146469116, 52.92307138442993, 53.56830358505249, 54.503458738327026, 56.570303440093994]
,ssim[0.6654960651287107, 0.5600452498636477, 0.486909901154782, 0.4389360101843958, 0.41330902558951965, 0.39849745048851526, 0.3811465893764493, 0.37319989793658953, 0.36293066396491086, 0.35011972156360216]
2
,psnr[23.285756710610897, 21.025873508990344, 19.635500847852676, 18.618746912295734, 17.886210534714685, 17.445708913098994, 16.960257091165744, 16.55350279204268, 16.200237484952112, 15.941780584835934]
,mse[77.00126647949219, 129.6103973388672, 178.70289611816406, 226.59490966796875, 270.4635314941406, 300.19281005859375, 337.5724792480469, 371.7823791503906, 404.00372314453125, 433.1743469238281]
,mae,HSS20[0.6488805536236888, 0.5483779165669027, 0.5136999994735895, 0.4713360306827106, 0.43596404697147484, 0.3938543630607235, 0.3620586543357862, 0.33041373519921957, 0.3015702947037147, 0.2828350476529203]
,HSS35[0.5255213871311754, 0.38053139149168974, 0.310869650555591, 0.27175542755974896, 0.24175703677687174, 0.17148552019377347, 0.16457767790282393, 0.1273371152741325, 0.11824970864616838, 0.09904603496869047]
HSS45[0.23653923089703272, 0.07588032996216244, 0.021776549168301237, 0.0140254029248517, 0.015763151191219526, 0.004884039775265293, 0.006238846011780944, 0.001545242541534804, -0.0016580516580446388, -0.0015463262588199472]
,CSI20[0.600942622088497, 0.5183087075862874, 0.49313984168865443, 0.46543463381245725, 0.43953011110324824, 0.4101956032542842, 0.39071651616170133, 0.37025032412486286, 0.3522669592127454, 0.34007866848709445]
,CSI35[0.3796071094480823, 0.257916594566534, 0.20700086430423512, 0.18009157198575546, 0.15980442614513637, 0.11386095321381726, 0.11141131595677048, 0.09318969413891819, 0.08764558454960933, 0.076766458034839]
,CSI45[0.13469387755102044, 0.04, 0.011560693641618495, 0.0075642965204236, 0.00846262341325811, 0.0027700831024930752, 0.00364963503649635, 0.0014124293785310734, 0.0, 0.0]
[746.6445922851562, 1005.0733032226562, 1208.6199951171875, 1375.472900390625, 1521.089599609375, 1626.331298828125, 1741.447509765625, 1844.4674072265625, 1933.2197265625, 2002.687255859375]
,lpips[30.374187231063843, 36.01211905479431, 39.83619213104248, 42.07947850227356, 46.137312054634094, 47.89167046546936, 47.3033607006073, 50.35346746444702, 51.45784616470337, 52.77372598648071]
,ssim[0.6869488507244885, 0.5711686828155594, 0.5063762788773666, 0.46434622232044176, 0.43076755266830036, 0.41086946633488797, 0.3915431533290649, 0.38135943465487504, 0.36683180874394866, 0.35748971561017023]
3
,psnr[22.686150415102766, 20.315323807994954, 18.58913039009134, 17.49841665951665, 16.916454925430827, 16.365483509818585, 15.78672752939519, 15.339616384504673, 15.172538916297805, 15.077296884796633]
,mse[88.66817474365234, 153.1575927734375, 227.58348083496094, 293.1072998046875, 336.2518005371094, 381.6608581542969, 436.038330078125, 484.053955078125, 503.4713134765625, 516.4746704101562]
,mae,HSS20[0.5908610063764508, 0.5031774178993406, 0.42978127704663566, 0.3529873208275023, 0.3137427845436282, 0.2655646400628424, 0.21427766554956623, 0.16014031834137346, 0.14858163527048118, 0.1430144543916171]
,HSS35[0.3864046616360922, 0.35201147746391875, 0.2722076936585571, 0.20401376939723884, 0.17578338863595927, 0.1538186473768668, 0.11557882424792808, 0.08127048307672641, 0.07894731527334066, 0.046592322871992393]
HSS45[0.21315489244469024, 0.12086469739155617, 0.08173666844776496, 0.03301519588016521, 0.027670917064109145, -0.0011935065291999762, -0.0013643344030667933, -0.0016337678409018785, -0.001298558412558832, -0.0012083809533266854]
,CSI20[0.5470299074686055, 0.4762363772278397, 0.4231844361480591, 0.37383541747847954, 0.35140177318317184, 0.3177622425085689, 0.2874824423696604, 0.2521241803211333, 0.23959854320863336, 0.23468165173222633]
,CSI35[0.2539875806647997, 0.22907750832144555, 0.17263132354725225, 0.12864134234444188, 0.1114004302049134, 0.09919630078168006, 0.07862945219745886, 0.05986501027095764, 0.057099391480730226, 0.03841536614645858]
,CSI45[0.1197339246119734, 0.0646900269541779, 0.04301075268817205, 0.017316017316017316, 0.014644351464435145, 0.0, 0.0, 0.0, 0.0, 0.0]
[824.0960693359375, 1122.4027099609375, 1402.8299560546875, 1615.4091796875, 1756.4234619140625, 1884.627685546875, 2037.41455078125, 2172.91943359375, 2238.99365234375, 2281.166015625]
,lpips[30.075833201408386, 36.20400428771973, 39.108842611312866, 41.51332974433899, 44.63184475898743, 46.855613589286804, 51.142120361328125, 52.624303102493286, 54.129838943481445, 54.195570945739746]
,ssim[0.6696566817527343, 0.5549942211979757, 0.4721825704109813, 0.41549719663349716, 0.38316259868522207, 0.35669690066339804, 0.331934144950318, 0.3098623171140779, 0.2990272496201367, 0.29902089818411753]
4
,psnr[23.83228180628533, 21.32453704772795, 19.89064911435593, 18.81665453591068, 18.048724014416955, 17.584476913495326, 16.946482666459996, 16.513762307689387, 16.006118329772615, 15.726890720535765]
,mse[68.96344757080078, 122.06208038330078, 170.0804443359375, 218.38717651367188, 261.2101135253906, 290.8736572265625, 336.0987854003906, 371.90679931640625, 417.8155822753906, 445.7070007324219]
,mae,HSS20[0.5006047851904042, 0.37541491056699045, 0.3317410512117201, 0.2807862980336679, 0.25330745451184505, 0.20383679347115777, 0.17965851128869958, 0.16632313399222856, 0.14191778753652032, 0.1542843463990564]
,HSS35[0.4168169498089154, 0.29354527039779305, 0.24761001494542054, 0.20091117302925807, 0.1692629611863028, 0.14666497885852947, 0.11187693456850999, 0.09426829265645059, 0.0844239168726849, 0.07356360346768841]
HSS45[0.2101338349893971, 0.05257863528506246, -0.0004887952351026891, 0.003565249330408345, -0.00019572474400392096, -0.00037353405976617337, -9.109273107326048e-05, -0.00016631098686561893, -0.000241471090999131, -0.0005050544458967271]
,CSI20[0.6011273491502362, 0.5329348801799857, 0.5165690293791148, 0.492654397166926, 0.48193957620746986, 0.4495992585493265, 0.43709011034987716, 0.4277073129892419, 0.4119688133609247, 0.41937952798834127]
,CSI35[0.3202807407664779, 0.22143459915611816, 0.18715809628008756, 0.1547950256427446, 0.1312290033594625, 0.11643813518309407, 0.09246910849160951, 0.0788950411453394, 0.07090214481244171, 0.06348804856456304]
,CSI45[0.11837121212121214, 0.027522935779816515, 0.0, 0.0019646365422396855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[760.1949462890625, 1036.1485595703125, 1233.6400146484375, 1414.67236328125, 1559.2852783203125, 1654.6026611328125, 1796.75390625, 1899.3558349609375, 2021.094482421875, 2096.889892578125]
,lpips[33.7938129901886, 37.07006573677063, 40.755194425582886, 44.42000985145569, 48.093608021736145, 48.636412620544434, 52.64308452606201, 53.190529346466064, 55.76217770576477, 54.727762937545776]
,ssim[0.7210896610226035, 0.6327053232825418, 0.5785496822369494, 0.541970749233159, 0.516346288397189, 0.5066891167868934, 0.4811339766447537, 0.46926367721578743, 0.4589660224058639, 0.45660868705833857]
5
,psnr[23.866713530373843, 21.61258737202021, 20.04825474060769, 19.00397051168712, 18.11243964129557, 17.52842583568932, 17.093885479344753, 16.6471998773674, 16.350038913378494, 16.091946335499514]
,mse[67.6708755493164, 114.28975677490234, 165.0530242919922, 209.93116760253906, 257.44232177734375, 295.21435546875, 324.5916442871094, 358.559814453125, 383.5982360839844, 408.3550720214844]
,mae,HSS20[0.4926100774291756, 0.36335803776388603, 0.3027831871171219, 0.2484581231597347, 0.18564634772768718, 0.13389340188197027, 0.12132599477286608, 0.1092200447319894, 0.09244082737449087, 0.06992268153473408]
,HSS35[0.44384395040937086, 0.33328374150384193, 0.3347694424778607, 0.3214837180606645, 0.2984140190347185, 0.2560835360707854, 0.20766244337891052, 0.18455070976262, 0.17432581516206697, 0.12294172721979371]
HSS45[0.258561429792586, 0.11189018126793669, 0.0496311032899405, 0.04681491115253867, 0.015149981395369813, 0.005484038873214885, 0.00384962240166336, 0.00171008664916034, 0.0, 0.0]
,CSI20[0.6095759941678621, 0.5262213337270981, 0.4956575545291817, 0.45319004851404904, 0.41163039521724265, 0.3823718332553101, 0.3767571314085209, 0.3695673321155655, 0.3606393283823054, 0.35521051628881695]
,CSI35[0.3453200899006742, 0.2542774798438583, 0.2524368016483081, 0.2434792871474094, 0.22781031117235043, 0.19742819742819745, 0.16219855066724745, 0.14419513784257035, 0.13391281896811394, 0.09979522184300339]
,CSI45[0.15104835258878904, 0.06072026800670017, 0.026401111625752656, 0.024936386768447838, 0.0083955223880597, 0.00330188679245283, 0.0023375409069658717, 0.000916590284142988, 0.0, 0.0]
[772.0576782226562, 1023.7919921875, 1241.802001953125, 1414.856201171875, 1584.5206298828125, 1710.1116943359375, 1797.9486083984375, 1898.8690185546875, 1980.0465087890625, 2056.287109375]
,lpips[34.66843664646149, 40.66343605518341, 44.37994360923767, 46.609389781951904, 49.926912784576416, 52.37399339675903, 54.15160059928894, 55.85140585899353, 57.83880949020386, 59.634315967559814]
,ssim[0.7109868262892298, 0.6271520733619502, 0.5663609106442538, 0.5292410929537733, 0.4979892414078905, 0.4815650750823022, 0.47570685172668276, 0.45873538948852327, 0.4500173829648948, 0.4384096684344594]
