0
,psnr[26.249671356041528, 24.183300792344834, 22.735543022231028, 21.899808934484103, 21.22196575958177, 20.737613862335085, 20.296832828094544, 19.916186248937834, 19.71504706910859, 19.316168360581596]
HSS45[0.11710777326682777, 0.020125809488969786, 0.0, 0.0, 0.0, -0.00016629222581490384, -3.0466294866481532e-05, 0.0, 0.0, 0.0]
,CSI20[0.6110498709919688, 0.5538649917235436, 0.5239666773470041, 0.5054490485869243, 0.5056608306555752, 0.47250910098132326, 0.45704283039475735, 0.44083975053436003, 0.4279875931489211, 0.4397908846131169]
,CSI35[0.3115833478488068, 0.2359142992745271, 0.14684921888713356, 0.0827131618116096, 0.05698778833107192, 0.040538683523429986, 0.018763240189649952, 0.009143298670358327, 0.0043049270990447456, 0.002794411177644711]
,CSI45[0.0626808100289296, 0.010300429184549357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[730.4515991210938, 978.3851928710938, 1177.3909912109375, 1344.7105712890625, 1448.6363525390625, 1540.7625732421875, 1645.2674560546875, 1726.0875244140625, 1844.1029052734375, 1913.6473388671875]
,lpips[37.38528788089752, 44.78980898857117, 50.19397735595703, 52.18002796173096, 55.21666407585144, 55.78340291976929, 58.7795615196228, 58.96920561790466, 62.1707558631897, 62.316715717315674]
,ssim[0.7364310375715071, 0.6494944322586436, 0.6004696911845518, 0.5703291720597443, 0.5506165927721292, 0.5451892584555774, 0.5284863363902429, 0.5217007313354677, 0.5141450370045102, 0.5124179999239165]
5
,psnr[24.162393793773703, 21.97086530428896, 20.467021690516514, 19.447384045588343, 18.574088080062303, 17.948352646666795, 17.39035242666969, 16.94246506138632, 16.60697433458361, 16.30690127769421]
,mse[63.20692825317383, 105.56084442138672, 150.08692932128906, 189.63951110839844, 231.7855224609375, 268.3724670410156, 302.5550231933594, 335.1876525878906, 362.2162780761719, 389.6280212402344]
,mae,HSS20[0.47748451205192133, 0.3836637621600667, 0.29930321709434576, 0.2349765432936653, 0.15203217607697025, 0.08436560707039789, 0.05253743105269883, 0.051088920395632224, 0.06544922175149943, 0.060523905378632906]
,HSS35[0.394441995599094, 0.3192466567796007, 0.24409746965103987, 0.20827060880669726, 0.14109853055840607, 0.09131152585261128, 0.018416904427431602, 0.005932238176870523, 0.0014180463825348372, 0.0]
HSS45[0.2280662020000606, 0.08983737579190326, 0.006574557277819754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6019468346471363, 0.5434890768465331, 0.5039219085176919, 0.4592016041224221, 0.40974838428967114, 0.37284079627984745, 0.3462992806058499, 0.33415544308141026, 0.32915763888125116, 0.31893842651712845]
,CSI35[0.3012507794446686, 0.24131053078713108, 0.1800040891433245, 0.15055574267430114, 0.10172623797723548, 0.06736042143443154, 0.01444630248978075, 0.004646038892614235, 0.0009076698098936009, 0.0]
,CSI45[0.13084922010398614, 0.048044217687074835, 0.0033589251439539347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[745.2924194335938, 981.0921020507812, 1182.687255859375, 1349.2398681640625, 1514.3497314453125, 1656.8941650390625, 1782.11865234375, 1889.0604248046875, 1971.499755859375, 2054.72265625]
,lpips[37.68165111541748, 47.09840416908264, 51.63518786430359, 54.298776388168335, 57.59479999542236, 59.873831272125244, 61.2483024597168, 63.39610815048218, 65.95942974090576, 67.34269857406616]
,ssim[0.7264832330311263, 0.6443277194476796, 0.5865502352011908, 0.5528872524983014, 0.5309154102525904, 0.516914502598242, 0.5063188868029425, 0.4874248128135681, 0.4760012045948294, 0.4643328874496605]
