0
,psnr[26.039222364758988, 24.06892462510133, 22.565141097810994, 21.748103408876187, 20.93861953735278, 20.397271075980747, 20.08043539663103, 19.794312452108045, 19.575358413502098, 19.231021277047684]
HSS45[0.22955223480344625, 0.07661036625335686, 0.031164356173943027, 0.008485236051243225, 0.0021449986423430737, 0.00501108192848797, 0.0013853116821681529, 0.0013050210895083941, -0.0011034044178889148, -0.001135209609625437]
,CSI20[0.6042856239860096, 0.5180168768148422, 0.48931627968487273, 0.459258992546718, 0.43651620881547565, 0.409300871739659, 0.3890059115308827, 0.36578625621786387, 0.34362167174460195, 0.3280249548514202]
,CSI35[0.39147358665430954, 0.2674338715218138, 0.21293916023993148, 0.18065374698494552, 0.1630434782608696, 0.12231519020098335, 0.11168465509150635, 0.08294244657881021, 0.07318302960455235, 0.0730563493808163]
,CSI45[0.13026052104208416, 0.04035874439461883, 0.016296296296296295, 0.004651162790697674, 0.0014471780028943557, 0.002793296089385475, 0.0012135922330097084, 0.0013812154696132596, 0.0, 0.0]
[744.232666015625, 996.3446044921875, 1206.98779296875, 1378.6734619140625, 1520.759033203125, 1624.788818359375, 1745.9072265625, 1842.918701171875, 1924.6790771484375, 1998.7413330078125]
,lpips[30.01118004322052, 35.64361929893494, 39.318376779556274, 42.10595190525055, 45.733070373535156, 46.432530879974365, 45.80773115158081, 48.042577505111694, 49.201515316963196, 51.46024227142334]
,ssim[0.6903143866312519, 0.5779714964879127, 0.5101916715525681, 0.4664457423958062, 0.43294733120175616, 0.4155493045594246, 0.39848020499294123, 0.3883855602142167, 0.3771757661953598, 0.36805122840588367]
3
,psnr[22.66512420419285, 20.237085344876906, 18.500675320301802, 17.380033458662414, 16.77758408372604, 16.243278437872767, 15.67289618255935, 15.230185163729558, 15.037864272213811, 14.952136194464883]
,mse[89.11018371582031, 155.94601440429688, 232.25320434570312, 301.0135192871094, 346.67120361328125, 391.7991943359375, 446.522705078125, 495.3754577636719, 517.9415893554688, 529.9463500976562]
,mae,HSS20[0.6009954344745462, 0.506078958521266, 0.4297642533674243, 0.3533690364240464, 0.3053461328529903, 0.2540478297397914, 0.21650011798552304, 0.16409585870623425, 0.1429560210968767, 0.14523198656225675]
,HSS35[0.40191220713044695, 0.35411116855620467, 0.26202085291535354, 0.20266206743068246, 0.16100603622382417, 0.13002120599029363, 0.109692848574892, 0.07932436510006012, 0.07996765837526537, 0.06904282594415229]
HSS45[0.2306382299737187, 0.1602150146706567, 0.0556396604880189, 0.025086178117921056, 0.016380967577536206, -0.0012941986755569278, -0.001291455283347613, -0.0017344212500563386, -0.00128560990778679, -0.0012465408148293671]
,CSI20[0.5573213660785968, 0.47959023778744075, 0.42404318508694916, 0.37470850116599536, 0.345119112814896, 0.3110957541842944, 0.2900905349794239, 0.25634447258762977, 0.23835488911793062, 0.23678849812286404]
,CSI35[0.26651314992122166, 0.23103204524033932, 0.16618808327351042, 0.12819921604795945, 0.10256410256410255, 0.08459147424511547, 0.0748792270531401, 0.058650451157316597, 0.05804245045770044, 0.05041831792162043]
,CSI45[0.13082039911308205, 0.08753315649867376, 0.02898550724637681, 0.013186813186813185, 0.0087527352297593, 0.0, 0.0, 0.0, 0.0, 0.0]
[820.625244140625, 1123.8271484375, 1410.4429931640625, 1635.3638916015625, 1784.6182861328125, 1910.7021484375, 2055.526611328125, 2189.0927734375, 2265.68505859375, 2301.518310546875]
,lpips[30.369287729263306, 36.352455615997314, 39.23659324645996, 41.158467531204224, 43.83929371833801, 46.071189641952515, 49.81198012828827, 51.63159370422363, 52.21513509750366, 52.40162014961243]
,ssim[0.671920818843709, 0.5569221734754347, 0.4721707020045488, 0.41081612763846176, 0.37378461325346546, 0.34793377192486646, 0.3240015419092695, 0.30204803521688345, 0.28995770502411894, 0.29001831388295296]
4
,psnr[23.81458235966597, 21.256180737861413, 19.819880631747314, 18.686829927261854, 17.899988290875303, 17.43263410912898, 16.78237867642469, 16.31277597361462, 15.798745708900656, 15.510465434230548]
,mse[69.22767639160156, 123.96300506591797, 172.8189697265625, 225.2176055908203, 271.14019775390625, 302.0422668457031, 349.6380615234375, 389.3660888671875, 438.0244140625, 468.29937744140625]
,mae,HSS20[0.5045254551045542, 0.3715758358261558, 0.32874619886197815, 0.2771953576337041, 0.24876831915544645, 0.196568208930545, 0.17195377096976208, 0.16131026899692572, 0.13882898495382492, 0.14189033620388422]
,HSS35[0.4202137535015353, 0.28538705189543073, 0.2476542563099444, 0.19707717647041167, 0.15906851286455762, 0.12887150805613667, 0.11169962049635619, 0.08182045837996176, 0.0762709279893082, 0.06471615089012743]
HSS45[0.19853012345900967, 0.0526350166931029, -0.00021092374406559946, 0.003565249330408345, -0.0005578436933715249, -0.0007177919076603617, -0.0003295906382599607, -0.00025574973362295844, -0.0005505014236627518, -0.0005483362873608038]
,CSI20[0.6040420980992661, 0.5315076560659601, 0.5151491873978075, 0.48938571505347456, 0.4785133073402271, 0.4454317923694947, 0.4324106872302854, 0.4256662943282771, 0.41117217072127976, 0.41436314363143634]
,CSI35[0.323405880106911, 0.21545044134492292, 0.1882673014793403, 0.15357226049049946, 0.12564699343453642, 0.10409341634140834, 0.09292133060066213, 0.07184152872444012, 0.06836512991458078, 0.061953783472770814]
,CSI45[0.11111111111111113, 0.027545909849749584, 0.0, 0.0019646365422396855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[759.1480712890625, 1042.22607421875, 1241.818359375, 1431.7081298828125, 1583.14306640625, 1685.6221923828125, 1833.028076171875, 1945.809326171875, 2076.224853515625, 2156.359619140625]
,lpips[34.01028513908386, 37.333375215530396, 41.143134236335754, 44.56494748592377, 47.96292781829834, 48.66502583026886, 52.16096639633179, 53.82589101791382, 55.752819776535034, 55.34534454345703]
,ssim[0.7208976656608903, 0.6318140089659773, 0.5764671566052181, 0.5362072466587308, 0.5081241356017516, 0.4952579400627829, 0.46613933719304623, 0.45185027229281194, 0.44035186788001834, 0.4357664779738109]
5
,psnr[23.849654097098185, 21.56090665223614, 19.960109503583794, 18.868473512110132, 17.966433826701397, 17.400407584990962, 16.979791724482673, 16.531877999155178, 16.23773548633047, 15.970294467068719]
,mse[67.93611907958984, 115.79716491699219, 168.7064971923828, 216.73880004882812, 266.3793029785156, 305.0037536621094, 334.3572998046875, 368.9613037109375, 393.8130187988281, 420.64471435546875]
,mae,HSS20[0.4861071777934217, 0.36116037023568626, 0.2961811502937292, 0.24116659498691712, 0.17671692454168653, 0.1328808798014136, 0.11860593794649699, 0.10612711287518681, 0.09195916444718674, 0.08153423592482821]
,HSS35[0.4324083111743828, 0.32450962172366776, 0.3237521276541715, 0.31022625363265494, 0.2891250204284932, 0.2532353103814771, 0.20809040140609308, 0.17493802566455674, 0.17463678231296004, 0.1444467292131534]
HSS45[0.24769797341926253, 0.09893166551532775, 0.04981198266470433, 0.040777145629230786, 0.024389314726171427, 0.00795908115558278, 0.013614442022833668, 0.022656138134714024, 0.0, 0.003774019437116632]
,CSI20[0.6054622883891176, 0.5256154508772726, 0.4933626615342316, 0.4499181524576384, 0.40772508621257714, 0.38547830508107866, 0.38014985293801923, 0.37540925912101275, 0.36423210964058933, 0.3642221799666181]
,CSI35[0.3353156616020597, 0.24667424048081507, 0.24276809972830432, 0.23470553476462477, 0.22069811103873713, 0.19363891487371376, 0.16044521235986656, 0.1351497055652318, 0.13364711978581914, 0.1123961632016155]
,CSI45[0.14383561643835616, 0.05333893322133558, 0.026462395543175483, 0.02179422199695894, 0.013114754098360657, 0.0046816479400749065, 0.0074349442379182135, 0.01182355616189177, 0.0, 0.0020191822311963654]
[772.6683959960938, 1029.8385009765625, 1254.170166015625, 1438.5072021484375, 1613.390869140625, 1734.367431640625, 1822.74755859375, 1921.743896484375, 2001.2095947265625, 2079.849365234375]
,lpips[35.28780937194824, 40.96847176551819, 45.27103900909424, 46.885982155799866, 49.35762286186218, 52.29765176773071, 53.688156604766846, 55.99099397659302, 57.75213837623596, 59.85848903656006]
,ssim[0.7115696914876289, 0.6263973804947911, 0.5626771932990171, 0.5226063308510885, 0.4883845123849228, 0.472150985666713, 0.46500351327468964, 0.4474223569484714, 0.4390858853164495, 0.4285252206236546]
