0
,psnr[26.040032659764144, 24.03137681075107, 22.56091690677319, 21.720018437876934, 20.874526271886566, 20.334929402410303, 20.02004852843603, 19.768835195089054, 19.540848277852973, 19.15267864631851]
,psnr[23.233091819943766, 21.00947249051531, 19.596818964551645, 18.58135354121889, 17.826055376596223, 17.376868499638817, 16.89854969424427, 16.491100055195933, 16.133069447305257, 15.853013952864474]
,mse[77.9403305053711, 130.12753295898438, 180.18434143066406, 228.3116912841797, 273.81158447265625, 304.39434814453125, 341.8931884765625, 376.56988525390625, 409.6850280761719, 441.1139221191406]
,mae,HSS20[0.6596798106434739, 0.5553064206438276, 0.5179043584297817, 0.47541084904941006, 0.4409475717215673, 0.39839684117080065, 0.36623104219992064, 0.33585507097528744, 0.31173873260579227, 0.28941097257973397]
,HSS35[0.5467916562049701, 0.3924988837598744, 0.30883231568396957, 0.2693732872774757, 0.24780071923906852, 0.1761855741103358, 0.1578752913728315, 0.11146006541993049, 0.10361164522666354, 0.09531031945098109]
HSS45[0.2189373242703883, 0.07131784930553196, 0.01082531445351815, -0.0006120716219974925, -0.0006017060039981904, 0.0025471130215143213, -0.0004685198396287824, 0.0023704652467848304, -0.0010280581293524787, -0.0008708248970935021]
,CSI20[0.6121125637420519, 0.5260537285780454, 0.49851681871606873, 0.4708020742377533, 0.44633615056199355, 0.41662262381723636, 0.3973102499046482, 0.37917889990105275, 0.36392643545464753, 0.3496438034493154]
,CSI35[0.40033100404560507, 0.2677435985564531, 0.20539041511396136, 0.17856538656741666, 0.1638641043239533, 0.1178286596346797, 0.10885037908092218, 0.08402730887538448, 0.07880716294213408, 0.07427921092564492]
,CSI45[0.12348178137651822, 0.037481259370314844, 0.005891016200294551, 0.0, 0.0, 0.001430615164520744, 0.0, 0.001519756838905775, 0.0, 0.0]
[748.63330078125, 1001.5126953125, 1206.774658203125, 1372.1937255859375, 1518.370849609375, 1621.318359375, 1740.9566650390625, 1847.216796875, 1934.410888671875, 2010.9322509765625]
,lpips[30.395883321762085, 35.915619134902954, 39.70339894294739, 42.34868288040161, 46.161773800849915, 47.45844006538391, 46.54682278633118, 49.60418939590454, 51.04637145996094, 52.36358642578125]
,ssim[0.6904053468579594, 0.576458849853393, 0.5106406869590157, 0.4691513549960965, 0.43490709309427966, 0.41690817528032165, 0.39735669269970647, 0.38539836257784904, 0.3707755299421067, 0.35998023345335367]
3
,psnr[22.664047561197496, 20.21948978464651, 18.45969319154036, 17.36032686845559, 16.786593480648754, 16.261024835983537, 15.692295877405215, 15.286720427309064, 15.132829593703743, 15.028048285707353]
,mse[89.06834411621094, 156.7180633544922, 234.6136016845703, 302.71820068359375, 346.44366455078125, 390.727294921875, 445.32757568359375, 489.59564208984375, 507.3363342285156, 522.081298828125]
,mae,HSS20[0.6087817999168553, 0.513722895223482, 0.4317961457743778, 0.35484526225385077, 0.3158362647642184, 0.2658656338848247, 0.22509914089364072, 0.17092470064152757, 0.15172189019252239, 0.1481506923629261]
,HSS35[0.4072314990386352, 0.345454867376621, 0.24874854350570752, 0.18904503813950188, 0.1590922515545511, 0.13177491115528625, 0.10223245283360269, 0.08177872427364337, 0.07763760888060446, 0.05608459866195381]
HSS45[0.22368595706578895, 0.10622511710545936, 0.05869239107028791, 0.017355107020850982, 0.013017221347692317, -0.0009045952348723397, -0.0011272576072219873, -0.0013417680075617428, -0.0008654775001947664, -0.0007958531476514595]
,CSI20[0.5656182768159, 0.48898797459802734, 0.4294119803504656, 0.3807936151467514, 0.35881547300908606, 0.3250915448817339, 0.30276569447342655, 0.26892648201290564, 0.2543234344532174, 0.2519624614302387]
,CSI35[0.2708686184369707, 0.22446331682000473, 0.1568911416847695, 0.1189220855301699, 0.10067497997940736, 0.08506807696635534, 0.06959982788296042, 0.058924082453494224, 0.05502767046047823, 0.04237859712230216]
,CSI45[0.12638580931263857, 0.056451612903225805, 0.030534351145038167, 0.0091324200913242, 0.006912442396313364, 0.0, 0.0, 0.0, 0.0, 0.0]
[823.2488403320312, 1132.357177734375, 1421.2591552734375, 1641.6414794921875, 1785.6334228515625, 1913.13037109375, 2060.76708984375, 2187.441162109375, 2251.62646484375, 2297.173828125]
,lpips[30.428946018218994, 36.864352226257324, 39.881718158721924, 41.815030574798584, 44.646742939949036, 46.794986724853516, 51.039063930511475, 52.47417092323303, 53.572529554367065, 53.08299660682678]
,ssim[0.6712215670099512, 0.555280094944333, 0.4712323861846203, 0.41162274304379715, 0.3772083363088585, 0.3497021080777576, 0.32616665993709004, 0.3058154595674535, 0.2960027316186231, 0.2957007647697316]
4
,psnr[23.86771050348064, 21.379589969342177, 19.90406042161339, 18.81954605136295, 18.085052993431283, 17.685031227036777, 17.100012044984325, 16.732927885625223, 16.29986379933898, 16.048549192809237]
,mse[68.30489349365234, 120.344482421875, 169.2733917236328, 217.7457275390625, 258.5633239746094, 283.62738037109375, 323.62957763671875, 352.7467346191406, 389.3138122558594, 413.1600341796875]
,mae,HSS20[0.5131481091677851, 0.3844619946617324, 0.33755261039891227, 0.28303451753207187, 0.2566528036792563, 0.20687910316921737, 0.18279738785009655, 0.16087304040511483, 0.13600720304427963, 0.14425567827987396]
,HSS35[0.42329990591123284, 0.2907595752623399, 0.23950154436459228, 0.18630595361049343, 0.15736761956313752, 0.1314437830174163, 0.11191967795553559, 0.07835837195790339, 0.07472194791841501, 0.052195240914518784]
HSS45[0.19308986210031825, 0.037524497397702306, -7.59468268314662e-05, 0.0, -1.5242976413531746e-05, -0.0003881524347034518, -4.5661076725751006e-05, -1.5245990936375664e-05, -0.0003158515411082438, -0.0003593087439023508]
,CSI20[0.6114493632504548, 0.5427901524032825, 0.5266946350558825, 0.5024046574417821, 0.4940518862533637, 0.46423284122219016, 0.4545491511639729, 0.44414179932611025, 0.4298657549399164, 0.43916553833809735]
,CSI35[0.32634315424610044, 0.21984383414108777, 0.1820903647250953, 0.14426042644495105, 0.12277137552979088, 0.10435939883792644, 0.09143129165344334, 0.06820127170457324, 0.06601291557043769, 0.05042651641537348]
,CSI45[0.10772163965681601, 0.019458544839255496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[755.4721069335938, 1028.2686767578125, 1229.4964599609375, 1412.8580322265625, 1549.3541259765625, 1631.281494140625, 1758.05322265625, 1847.17919921875, 1953.4517822265625, 2023.66748046875]
,lpips[33.96249711513519, 37.404268980026245, 41.06486439704895, 44.036078453063965, 47.87675738334656, 48.340681195259094, 52.37240791320801, 53.40462923049927, 55.13797998428345, 54.21090126037598]
,ssim[0.7208535262901501, 0.6325852592581492, 0.5776097305543815, 0.5396741379395007, 0.5147575284653882, 0.5052602231082064, 0.47953371581431853, 0.46919727618411705, 0.4608824207413789, 0.4578717346802369]
5
,psnr[23.864254887903687, 21.613908011205364, 19.993315731245023, 18.926202060833987, 18.062868190679687, 17.50581868282096, 17.102994884563394, 16.669788096186725, 16.390608208131578, 16.1467826614735]
,mse[67.68482971191406, 114.30595397949219, 166.80360412597656, 213.30003356933594, 259.55419921875, 295.77117919921875, 322.9376525878906, 356.0425109863281, 379.3973388671875, 403.0667419433594]
,mae,HSS20[0.5036252999244333, 0.37973323405801407, 0.3087561709768704, 0.2472821784872669, 0.1809240143549694, 0.13156537090303355, 0.1105600810913029, 0.1055640262069226, 0.0978542615092478, 0.0842707108602677]
,HSS35[0.44349853917412474, 0.3290097735312785, 0.32261014744327093, 0.29937697186630413, 0.274283791815444, 0.23326955720328726, 0.1758096024523679, 0.1606057220254504, 0.15774123881791272, 0.12069826298314969]
HSS45[0.2432432276856027, 0.10324296598328155, 0.044578323960456245, 0.04472672239966597, 0.02030268373219343, 0.0028363788219511704, 0.00393290681284602, 0.000872178752721637, 0.0, 0.0]
,CSI20[0.6193033262595115, 0.5428285283460491, 0.5092459800086919, 0.4640685401554966, 0.4240829277705122, 0.40026333807341874, 0.391836096340319, 0.38969265172395856, 0.385581887168004, 0.3854807397568203]
,CSI35[0.3454742547425474, 0.25090298806961225, 0.2426181297937448, 0.2265369619156394, 0.2090884605025203, 0.18105474016718673, 0.14139465291176123, 0.1285499532767237, 0.1213875348189415, 0.09640447361123948]
,CSI45[0.14089935760171304, 0.05578859060402685, 0.023676880222841225, 0.02367472979927946, 0.010864430798299478, 0.001893939393939394, 0.0023430178069353325, 0.00045913682277318646, 0.0, 0.0]
[771.4179077148438, 1024.2086181640625, 1247.339111328125, 1426.8409423828125, 1591.8636474609375, 1710.104248046875, 1792.5750732421875, 1884.99755859375, 1956.36083984375, 2026.5794677734375]
,lpips[35.26555895805359, 40.8669114112854, 44.66090500354767, 46.6505765914917, 50.1490592956543, 52.28962302207947, 54.09318208694458, 56.57326579093933, 58.0159068107605, 59.85492467880249]
,ssim[0.7111356847276663, 0.6259989903697181, 0.5644531977974351, 0.5269949386829259, 0.49536163893018387, 0.4796297431616236, 0.4744900926608577, 0.46038034247308685, 0.4529042922055559, 0.4438579758013221]
