0
,psnr[26.067076132665246, 24.094591199336897, 22.579714755091693, 21.749928644259736, 20.879424913632572, 20.320915037330035, 19.935004823434856, 19.590972122315375, 19.300437209187407, 18.95009326318142]
HSS45[0.22596971945121377, 0.04786110975713515, 0.0016408726229111474, -1.5243716726685481e-05, -0.00042958143611927574, -0.0007177919076603617, -0.00044649016263949374, -0.0006616516861938743, -0.0008931417188507003, -0.0007476776683917166]
,CSI20[0.6098238316613652, 0.5362289218191109, 0.5202403230572245, 0.49615988549088297, 0.4844427603048293, 0.45319914480888557, 0.4417113847617275, 0.4338416893060014, 0.4156006431987874, 0.41999548866013203]
,CSI35[0.3426483828519981, 0.22459424877096096, 0.19082905605221118, 0.1561230605313977, 0.13024098063797188, 0.10723039215686272, 0.09508681429290387, 0.07850586590480822, 0.07162403331350387, 0.0652506160132248]
,CSI45[0.12842304060434373, 0.0250208507089241, 0.0009191176470588236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[754.6144409179688, 1037.617431640625, 1240.69384765625, 1426.321533203125, 1571.94580078125, 1671.1649169921875, 1813.61669921875, 1918.2391357421875, 2044.6224365234375, 2126.65625]
,lpips[33.84594917297363, 37.17709481716156, 40.92242419719696, 44.45129334926605, 48.135387897491455, 48.932042717933655, 52.44983434677124, 53.63612174987793, 55.842024087905884, 54.91245985031128]
,ssim[0.7222520546608501, 0.6327569016815513, 0.5761088055040111, 0.5355539236353205, 0.5070470177058859, 0.494660397190674, 0.4670746371111842, 0.453135045997673, 0.4433397776470237, 0.43966981565140056]
5
,psnr[23.877802455754665, 21.591479924681806, 19.98689793422767, 18.893663783781122, 17.99784513601167, 17.42982355910538, 16.998253025264265, 16.544823440325686, 16.225460263129015, 15.93731059361576]
,mse[67.48797607421875, 114.80686950683594, 167.1392364501953, 214.97543334960938, 263.83428955078125, 301.81268310546875, 331.6048889160156, 366.94488525390625, 394.37518310546875, 422.75885009765625]
,mae,HSS20[0.5033442312442872, 0.37255121558028576, 0.3083407639000559, 0.25269067986972243, 0.1879735146650752, 0.13811397219785126, 0.11956404193435169, 0.11062843728565294, 0.09996710930500151, 0.09036228432052937]
,HSS35[0.45798586216775045, 0.33569995940018676, 0.33336091365485204, 0.3173883363141184, 0.2945734060888419, 0.2569322400845626, 0.21245236538089524, 0.18011870285716408, 0.17572987756019293, 0.14627961000739706]
HSS45[0.2749272408912345, 0.10445663672657593, 0.05557388578337395, 0.044148752465688494, 0.02346324857973211, 0.005227234896425105, 0.012508053307491633, 0.007933949646578606, 0.0, -4.57087815488142e-05]
,CSI20[0.6163715769593957, 0.5338723577973329, 0.5029277670969514, 0.4602221389690814, 0.41960108616233555, 0.39569492141947776, 0.38850979062473506, 0.38581690259521395, 0.3786016458653422, 0.37849941676387266]
,CSI35[0.3581474384467986, 0.2559465088238518, 0.2509635633965113, 0.24043715846994537, 0.22532631096862835, 0.19815349105597233, 0.16639124960654705, 0.142586394612686, 0.13686842997626314, 0.11608869698196377]
,CSI45[0.1621160409556314, 0.056508999581414816, 0.029602220166512486, 0.023665659617321252, 0.012640449438202249, 0.0032786885245901644, 0.006938020351526365, 0.004118993135011442, 0.0, 0.0]
[768.94775390625, 1024.298828125, 1246.3472900390625, 1431.639892578125, 1603.1190185546875, 1723.0096435546875, 1813.7093505859375, 1915.6593017578125, 2000.799072265625, 2083.234375]
,lpips[34.92403030395508, 40.8056378364563, 44.90858316421509, 46.8453973531723, 49.59588050842285, 52.81878709793091, 54.29230332374573, 56.914472579956055, 58.28397274017334, 60.048311948776245]
,ssim[0.7125962536729622, 0.6276342340926006, 0.5640638627667072, 0.5239098231065094, 0.4895743226006643, 0.47298960031332643, 0.46580212795573367, 0.44950056983701897, 0.4403992531147867, 0.42966117358547545]
