0
,psnr[26.460181856839423, 24.577075978586045, 23.208787354159107, 22.502816989152667, 21.79209673568445, 21.238760049293717, 20.813214067408552, 20.456513894938297, 20.20732261874656, 19.724902368888017]
,CSI20[0.6354037009376815, 0.5495775816549747, 0.5205192931842769, 0.49614329790881045, 0.4781739028120956, 0.4536394434759728, 0.4411499871366092, 0.444622284202019, 0.4255504055619931, 0.40904525581944945]
,CSI35[0.34843340770200804, 0.19729012176142088, 0.11696981424148609, 0.07136511696772284, 0.03170058288168525, 0.013220018885741262, 0.007917114651549213, 0.0021770682148040637, 0.0013870999702764294, 0.0008383986585621463]
,CSI45[0.0423728813559322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[729.5381469726562, 971.0118408203125, 1170.0606689453125, 1349.4932861328125, 1515.9368896484375, 1621.1241455078125, 1699.374267578125, 1790.769287109375, 1885.173828125, 1985.037841796875]
,lpips[32.904231548309326, 40.710580348968506, 45.29252648353577, 48.07153344154358, 52.37162709236145, 54.694557189941406, 54.992544651031494, 56.2333881855011, 56.62091374397278, 58.4206223487854]
,ssim[0.6920114486732828, 0.5777980890570481, 0.5071699803171247, 0.45423073723777174, 0.4137943037356703, 0.39104580076393036, 0.3803111657613507, 0.3654228052621996, 0.3536441866565958, 0.34150372356176867]
3
,psnr[23.00892461458024, 20.580817893749305, 18.938416917240026, 17.859974532942406, 17.268523598616767, 16.71203090878507, 16.264041870328196, 15.826770342351393, 15.508322495168498, 15.225236327471958]
,mse[82.25152587890625, 144.4236297607422, 210.75375366210938, 270.2012634277344, 309.5871887207031, 350.9003601074219, 389.3155517578125, 430.86431884765625, 464.27227783203125, 496.80804443359375]
,mae,HSS20[0.6456867675464205, 0.5367260763825766, 0.47396602041777225, 0.4150573675498092, 0.36038870117733857, 0.31088983758859207, 0.262561099099797, 0.20569269772833218, 0.17529661409417455, 0.14501540153935535]
,HSS35[0.43582251354936075, 0.28124830080982116, 0.11623498667994725, 0.0319770051075656, 0.005297035481569853, 0.008001253134237626, 0.0003657694296924299, -1.5257019632596713e-05, 0.0, 0.0]
HSS45[0.0901642124420233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.601772810088231, 0.5090575157080716, 0.46007725772577246, 0.4242067121649194, 0.3920728441349759, 0.3623110938335196, 0.3347206734620157, 0.29690567448817423, 0.27542485499429364, 0.2581099050623125]
,CSI35[0.2945493923715557, 0.1759179132154778, 0.06823465062217969, 0.018865287870318614, 0.0039966923925027565, 0.005783530707793997, 0.00028192839018889197, 0.0, 0.0, 0.0]
,CSI45[0.04740406320541762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[805.0350952148438, 1112.045654296875, 1385.2255859375, 1599.45166015625, 1746.6768798828125, 1884.9971923828125, 2010.699951171875, 2128.16943359375, 2225.474609375, 2324.9599609375]
,lpips[33.12040865421295, 42.998525500297546, 48.485568165779114, 52.516233921051025, 55.08605241775513, 57.91235566139221, 59.902942180633545, 62.015366554260254, 62.795305252075195, 63.53510618209839]
,ssim[0.6841822938586672, 0.5680389322384173, 0.47943045793982947, 0.41679534687745795, 0.3878564276403563, 0.36411141991772344, 0.34606876243814716, 0.3326925995166173, 0.3271704672027784, 0.31873930532960637]
4
,psnr[24.24130852956182, 21.820099017109392, 20.34588456671062, 19.34803184268286, 18.703925369317712, 18.348511059094303, 17.79013021664368, 17.47609909524096, 17.069311715211686, 16.7874501136897]
,mse[62.54590606689453, 108.89315032958984, 153.41586303710938, 192.6511688232422, 223.2615203857422, 242.0974884033203, 276.28814697265625, 299.7710876464844, 332.7367858886719, 357.4132995605469]
,mae,HSS20[0.5297711222485358, 0.3930016056946295, 0.33622475702985677, 0.2619699640945834, 0.24359984673081117, 0.19823356895669142, 0.16843636564577213, 0.14406689923050112, 0.12461162031379326, 0.12603516898912412]
,HSS35[0.4047578044068397, 0.25117955059489644, 0.201121319029036, 0.11446744598802662, 0.100248425639456, 0.08010195609251523, 0.04862744642106532, 0.02965178195898618, 0.022604601118548253, 0.019769918640043894]
HSS45[0.05764700479119521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6268209289446438, 0.5554187601903305, 0.5379396084876836, 0.5123953702591213, 0.512378308675152, 0.48606000428323887, 0.47571568270281667, 0.4650360614612731, 0.45749556754309856, 0.46519100321313817]
,CSI35[0.30973820533324065, 0.1862959420685886, 0.14738910724312185, 0.08122961282087647, 0.070031357324175, 0.0565355351598485, 0.03532119271562938, 0.020768365214595724, 0.01652089407191448, 0.014424511721988262]
,CSI45[0.029922779922779922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[722.739990234375, 976.2254638671875, 1164.726318359375, 1336.7760009765625, 1439.68994140625, 1513.85595703125, 1628.0164794921875, 1705.7860107421875, 1801.642333984375, 1873.6739501953125]
,lpips[37.01734244823456, 45.53636610507965, 51.02022886276245, 53.05973291397095, 56.536316871643066, 57.2329044342041, 60.95309853553772, 60.75770854949951, 63.2879376411438, 63.33547234535217]
,ssim[0.7351167629310732, 0.6513900304743784, 0.6037772145460422, 0.5738984517464012, 0.5522937673080376, 0.5449820092776473, 0.5238227811026986, 0.5177865330659926, 0.5119359562442191, 0.5109924959315162]
5
,psnr[24.32960564673736, 22.11126486077563, 20.534580884566875, 19.450979964121238, 18.64867802398426, 18.08885880404336, 17.579855729037654, 17.157191373708198, 16.76198217906984, 16.3604965290069]
,mse[60.824710845947266, 101.90483093261719, 146.61061096191406, 189.42037963867188, 227.88067626953125, 259.6865234375, 292.015625, 321.9288330078125, 352.65106201171875, 385.74554443359375]
,mae,HSS20[0.526128464120133, 0.40339736549670574, 0.35133118842810523, 0.2673721834348757, 0.18801665957771688, 0.12700108498750398, 0.10119453330472129, 0.08750040725970508, 0.08640270080863809, 0.06095098169295377]
,HSS35[0.44155282086382547, 0.3076399049068576, 0.32006415961196616, 0.2456888661296572, 0.20167721922342305, 0.15944157164935405, 0.06353609458737586, 0.03429187074685993, 0.03802010000157014, 0.013533354654101883]
HSS45[0.19201391233022508, 0.06463823176886356, 0.013079399142332745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6375453375453376, 0.5641039946440527, 0.5439773131624631, 0.492065169156647, 0.4493572946540945, 0.4208483672417453, 0.4118192052122457, 0.4053421874225681, 0.40282815070257844, 0.3942879537549601]
,CSI35[0.3428612990035638, 0.23164218958611477, 0.23909635406198498, 0.18013961749762486, 0.14899225434932475, 0.1204928131416838, 0.050002222320992044, 0.028030898746473014, 0.027228939349257845, 0.012738853503184712]
,CSI45[0.10796691336525902, 0.034129692832764506, 0.006711409395973153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[731.6019287109375, 967.4685668945312, 1170.328125, 1348.89990234375, 1492.4083251953125, 1606.405029296875, 1711.322021484375, 1801.2503662109375, 1892.9486083984375, 1997.65380859375]
,lpips[37.94184625148773, 48.96094501018524, 53.54796648025513, 56.98549747467041, 59.869515895843506, 61.37198209762573, 62.945324182510376, 64.50306177139282, 66.48017168045044, 67.3732340335846]
,ssim[0.7290956661007649, 0.6485525632655885, 0.5906571354881707, 0.5552409280920801, 0.5330885838900862, 0.5195764365032405, 0.5099951725298025, 0.49310208908885345, 0.4814122255412334, 0.4698689479932157]
