0
,psnr[26.144107982866046, 24.228283193228698, 22.813824746877383, 22.08781322430996, 21.304109031590567, 20.727123744276607, 20.379056316291518, 20.05736168517738, 19.852475793516668, 19.45577215869468]
,ssim[0.664399787409222, 0.5571484054441136, 0.48314977958280514, 0.4370509195267598, 0.4114172965112261, 0.3987173022088156, 0.3848896744820198, 0.37742117053173024, 0.36991633797789547, 0.35877319972684674]
2
,psnr[23.30683317695109, 21.082519416380926, 19.727275548256152, 18.729038176224016, 17.992621957253796, 17.526848428168385, 17.021822713303894, 16.581198069114688, 16.214253335279366, 15.935151659792846]
,mse[76.63473510742188, 127.92225646972656, 174.93252563476562, 220.65631103515625, 263.1845397949219, 293.4426574707031, 330.940673828125, 367.7709045410156, 401.230712890625, 430.80059814453125]
,mae,HSS20[0.6524843024236465, 0.5470518418877118, 0.5215972246811352, 0.4804141073505225, 0.44302076847418764, 0.3996908143280539, 0.37101312696579575, 0.34805366686140266, 0.3151556230325523, 0.2935540536355417]
,HSS35[0.4829344046973781, 0.3023442113179399, 0.256737428374268, 0.22785021994247587, 0.17610176204968828, 0.11509136155859757, 0.11503419780940252, 0.09559145009405304, 0.08019094123071933, 0.05401184495874939]
HSS45[0.13590011168955649, 0.033202007098901566, 0.005692245949516828, 0.006046128319106995, 0.014808878316290516, -0.00016519814897564207, 0.005156885742236889, 0.0027552838956862342, -6.0712450818018655e-05, -0.0005230813107386219]
,CSI20[0.6065461488968681, 0.5208662692139198, 0.5032173366369587, 0.47746006080950465, 0.44997759161581685, 0.4197154128873453, 0.4023081228803793, 0.3886794284697163, 0.36794959507406405, 0.3559731752963194]
,CSI35[0.33988871834228707, 0.19622436013795608, 0.16486888599590846, 0.1456703782092574, 0.11219420751710563, 0.07477880315859575, 0.07613558155540262, 0.06638932223955625, 0.05698870342269431, 0.038845726970033294]
,CSI45[0.07322175732217573, 0.017133956386292833, 0.0030864197530864196, 0.003236245954692557, 0.007621951219512195, 0.0, 0.0026455026455026454, 0.0015698587127158557, 0.0, 0.0]
[749.0126342773438, 1006.8558959960938, 1206.2418212890625, 1368.3851318359375, 1516.2689208984375, 1620.912109375, 1736.7535400390625, 1843.745849609375, 1939.835693359375, 2015.1622314453125]
,lpips[30.683088302612305, 36.09665036201477, 39.9381160736084, 41.64836406707764, 45.55641710758209, 47.392845153808594, 46.53688073158264, 49.229276180267334, 50.80529451370239, 52.2692084312439]
,ssim[0.6838554416669154, 0.5660658401629468, 0.5006006641138826, 0.4580238422138913, 0.42529934410155557, 0.40654900547810285, 0.3886925614688122, 0.3764852603490621, 0.3614937327796928, 0.35198293218438936]
3
,psnr[22.70248856488341, 20.382437377387383, 18.671182722344334, 17.619330786952737, 17.08418730898155, 16.54020142451855, 15.969426386948019, 15.561647281560074, 15.392302913210841, 15.264367297701524]
,mse[88.3600082397461, 150.82846069335938, 223.3504180908203, 285.24774169921875, 323.5357971191406, 367.3994140625, 419.7857666015625, 461.5539855957031, 480.7235412597656, 496.9346008300781]
,mae,HSS20[0.5946926184059294, 0.5033704724693235, 0.4376875215838206, 0.37139850296876403, 0.33273018891084444, 0.2791660888491052, 0.22030681530096136, 0.17039054179328283, 0.1533813450252239, 0.14329106659934635]
,HSS35[0.3545777530690159, 0.26169229805184885, 0.20093652803545153, 0.14890897150446092, 0.13140737809170844, 0.12237772286181203, 0.08762820410194315, 0.06295898192742531, 0.05249233025794702, 0.025174642054920312]
HSS45[0.14438417203682163, 0.05492546778703926, 0.03234534160469108, 0.019221806588874988, 0.004674104208299644, -0.00019051450584541628, -3.032835723268097e-05, -0.00037882639682807736, -0.0003583683101259666, -0.00030241767715455587]
,CSI20[0.5518995651103635, 0.4778764516443838, 0.431099355511679, 0.38913085644760276, 0.3667388302678009, 0.32858133360390984, 0.29408006814310056, 0.26145600860116963, 0.24661703887510342, 0.23947538591633366]
,CSI35[0.22914117934915584, 0.1627650447358745, 0.12310848935624519, 0.0916656315985592, 0.08147699757869249, 0.07726949514102867, 0.05835635359116021, 0.04386255662357751, 0.03722504230118443, 0.021961932650073207]
,CSI45[0.078125, 0.028409090909090908, 0.016597510373443983, 0.009876543209876543, 0.002487562189054726, 0.0, 0.0, 0.0, 0.0, 0.0]
[825.0595703125, 1124.959228515625, 1407.848876953125, 1615.0498046875, 1742.881103515625, 1865.77099609375, 2014.8681640625, 2138.98095703125, 2205.066650390625, 2247.638671875]
,lpips[30.751842260360718, 36.82190775871277, 39.20632600784302, 41.25691056251526, 44.43079233169556, 46.67139947414398, 50.52123665809631, 51.14136338233948, 53.10149788856506, 53.263890743255615]
,ssim[0.669505016800144, 0.5522313414188122, 0.465357110118606, 0.40999375579833297, 0.3830604156441571, 0.3583395847562875, 0.33548993030453056, 0.31469515757947986, 0.3057646927592811, 0.3057751723506025]
4
,psnr[23.771451957881933, 21.343940468718287, 19.969293995136496, 18.914749205667118, 18.17086842724371, 17.736077458064337, 17.113320458199876, 16.702499434648754, 16.206933144422212, 15.959724698585221]
,mse[69.84473419189453, 121.60678100585938, 167.20245361328125, 213.411865234375, 253.94960021972656, 280.69610595703125, 323.2426452636719, 356.61749267578125, 400.1014099121094, 424.7446594238281]
,mae,HSS20[0.48397955742628185, 0.3634371750256738, 0.3277384131752216, 0.2822376195011805, 0.2557402391689671, 0.2024171761454583, 0.1757885636276303, 0.16402338508802763, 0.13563366999629978, 0.14649492152229213]
,HSS35[0.3649353603042429, 0.24502217629532813, 0.20919994849618245, 0.17125033732645917, 0.14253015530736582, 0.10930042817835738, 0.07912290770438389, 0.06313188129758963, 0.05385952246065874, 0.04605638890351865]
HSS45[0.11120283777145758, 0.02823825168038902, -9.105333818800699e-05, 0.0, 0.0, -0.00012124604010013497, 0.0, 0.0, 0.0, -6.084036926233385e-05]
,CSI20[0.5940267469793125, 0.5311598900239175, 0.5221741802615831, 0.5020819936538725, 0.49320735497417034, 0.4602881951239609, 0.44625493848641795, 0.43864387359461476, 0.42232658591497646, 0.4297025050059254]
,CSI35[0.27552905902450936, 0.18189881622488316, 0.1556904927133935, 0.1287227115391206, 0.10610711835024736, 0.08503547269427489, 0.06353940415599572, 0.04938582677165354, 0.04316236684933194, 0.03776709748652335]
,CSI45[0.05938697318007663, 0.014529914529914532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[768.260986328125, 1038.8453369140625, 1228.4556884765625, 1405.2825927734375, 1542.810546875, 1633.5897216796875, 1767.0455322265625, 1866.3685302734375, 1987.24609375, 2055.466552734375]
,lpips[33.961132168769836, 37.13213801383972, 40.745773911476135, 43.83456110954285, 47.5389301776886, 47.74463176727295, 51.46740674972534, 52.07918882369995, 54.779088497161865, 53.256380558013916]
,ssim[0.7206483318680412, 0.632711961509252, 0.5780236241438963, 0.5429096240961697, 0.5173663213541089, 0.509108146049957, 0.48570278954082025, 0.4753310257971326, 0.4653834432573768, 0.46435771985599505]
5
,psnr[23.826816414172182, 21.597564832761446, 20.045877345765938, 18.99241642833352, 18.167898008572642, 17.64051249868363, 17.258860090921196, 16.804694523048482, 16.512566152174827, 16.24697390979359]
,mse[68.30976867675781, 114.71165466308594, 165.07150268554688, 210.44659423828125, 254.00689697265625, 287.79193115234375, 312.7740478515625, 346.14813232421875, 369.74993896484375, 394.107666015625]
,mae,HSS20[0.46893746043993584, 0.35702790750638386, 0.2978845714520751, 0.2478700781798085, 0.18533476378528224, 0.13353247078281527, 0.11989889340170688, 0.10696829639792292, 0.08959442416440853, 0.07617486479414602]
,HSS35[0.387269498869884, 0.2874739843035736, 0.29150708558274707, 0.2875842998077364, 0.26317194832699636, 0.21917110557012684, 0.16248166205796732, 0.14599569629958042, 0.11129198895749391, 0.07161751567837292]
HSS45[0.15874902288525528, 0.0694487794096904, 0.026171602009062104, 0.017376969843138388, 0.0056010870351627905, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.5980631501000823, 0.5295096801581893, 0.5033718324800017, 0.4646439426834564, 0.4251871933901369, 0.3987318322800555, 0.39242505606974765, 0.3842643223689745, 0.37252553271970745, 0.36987426812400553]
,CSI35[0.29647016011644833, 0.21675659693990684, 0.2168139807079146, 0.21425976018410114, 0.19802174510342663, 0.16679233302908847, 0.12578331134564644, 0.1111301516579556, 0.08286808471369907, 0.057275236593059935]
,CSI45[0.08780276816608998, 0.03686440677966102, 0.013711583924349884, 0.008989952406134321, 0.0029069767441860465, 0.0, 0.0, 0.0, 0.0, 0.0]
[777.0750122070312, 1027.41162109375, 1238.350830078125, 1411.127197265625, 1566.091796875, 1684.7569580078125, 1763.535888671875, 1864.4744873046875, 1942.050537109375, 2016.6927490234375]
,lpips[34.94862616062164, 40.62946140766144, 44.66145038604736, 46.409446001052856, 49.85820651054382, 52.062952518463135, 53.950655460357666, 55.34635782241821, 57.156407833099365, 58.98820757865906]
,ssim[0.7109721303679273, 0.62672072438228, 0.5673585581974201, 0.530185003459556, 0.5015586649806989, 0.4870816447572375, 0.483434567995013, 0.4666886466194096, 0.4570963277732307, 0.4450368861900018]
