0
,psnr[26.11218907604894, 24.222023915190686, 22.883812995605176, 22.15482889743169, 21.365656071485184, 20.776514995253237, 20.468915127771304, 20.180584643728693, 19.91583849454873, 19.48936220488621]
,psnr[23.337212009378128, 21.500859598085345, 20.056967960898167, 19.106254185391997, 18.648980144272514, 18.322911508081297, 18.013115263200273, 17.699292059299758, 17.453348552862934, 17.20960744869816]
,mse[77.27735137939453, 118.73457336425781, 165.82275390625, 208.73422241210938, 231.02227783203125, 249.21902465820312, 267.7429504394531, 286.985595703125, 301.82794189453125, 317.245849609375]
,mae,HSS20[0.5685921930523462, 0.48503125671794084, 0.4044510856513112, 0.34126149864011485, 0.3282622059393187, 0.30474758988252776, 0.2980222921981895, 0.2888732263442802, 0.2958848108226427, 0.2648625728507863]
,HSS35[0.20736437895837503, 0.17183347187461578, 0.09156003451657622, 0.011890733871718044, -0.0016572055678673483, 0.00324095577932666, 0.0550779557252834, 0.0646119472124458, 0.0010527808657580914, 0.006754655939498868]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.4494820926966292, 0.37602731065874323, 0.31540494326130886, 0.2690889942074776, 0.26123585216658723, 0.24441669115486334, 0.24180151797221822, 0.23772129227801891, 0.24184347826086958, 0.2209330266726168]
,CSI35[0.11712931618144887, 0.09523809523809523, 0.04930966469428008, 0.006739243131156038, 0.0, 0.0023234200743494425, 0.029528426619656236, 0.03515944399018806, 0.002153316106804479, 0.004589069670421359]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[692.9173583984375, 905.7662353515625, 1109.5986328125, 1268.482666015625, 1354.55078125, 1419.5325927734375, 1477.9366455078125, 1527.05322265625, 1560.1649169921875, 1610.2354736328125]
,lpips[33.92401039600372, 41.392430663108826, 45.68556845188141, 48.56541156768799, 50.40709376335144, 51.706838607788086, 54.41461205482483, 54.80467081069946, 56.186169385910034, 56.9683313369751]
,ssim[0.6624309150822157, 0.551965147337578, 0.4821801795002041, 0.4381026643546083, 0.4111303988796025, 0.4002088602690833, 0.38443870763919963, 0.3756325744902536, 0.3643845511751479, 0.35190243224048323]
2
,psnr[23.310459296269094, 21.08757135832027, 19.727941776549983, 18.781057723265672, 18.048173484739557, 17.60053209026747, 17.125054057099184, 16.67079108195045, 16.273753838413292, 15.92841453661744]
,mse[76.55782318115234, 127.79426574707031, 174.9463348388672, 218.22398376464844, 260.29052734375, 289.2281188964844, 323.5893249511719, 359.83929443359375, 394.7353210449219, 429.065185546875]
,mae,HSS20[0.6576335566402217, 0.5569642309345859, 0.5206704056277179, 0.4864960190976707, 0.44895456499259934, 0.4084718555248128, 0.3797896805965172, 0.3598309566438597, 0.3291224723562865, 0.3013848812663255]
,HSS35[0.5197641571633137, 0.36832285207677773, 0.3048089977411712, 0.2671319362270567, 0.2228957067747985, 0.159761396992096, 0.15250047036718872, 0.12311363426287578, 0.10699145711657619, 0.07531801300813905]
HSS45[0.22546157098604994, 0.055353664591313474, 0.008099032853445445, 0.014554220919238843, 0.011183390755471683, -0.0003395689841773291, 0.0022475775974279727, 0.0023704652467848304, -0.00034054409042966026, -0.0006326075922955037]
,CSI20[0.6103583321116672, 0.5285892394744414, 0.5017083225015783, 0.4814703490222426, 0.45435541273625646, 0.425337293169283, 0.40740371845949536, 0.39614864534627975, 0.37774944214217404, 0.3610611721668985]
,CSI35[0.37413178149052, 0.2472852476383862, 0.20158730158730157, 0.1747795414462081, 0.1445587439090417, 0.10430342815463166, 0.10190507472491375, 0.08630806845965769, 0.07656299587432559, 0.05792304509722796]
,CSI45[0.12757201646090535, 0.028875379939209724, 0.004464285714285713, 0.007739938080495356, 0.00591715976331361, 0.0, 0.0012953367875647669, 0.001519756838905775, 0.0, 0.0]
[749.9254150390625, 1003.1278076171875, 1202.828125, 1359.885986328125, 1507.963623046875, 1612.117431640625, 1723.325439453125, 1837.1204833984375, 1936.849609375, 2025.7567138671875]
,lpips[31.21696710586548, 36.96516752243042, 40.938857197761536, 43.05151700973511, 46.85722291469574, 48.28837513923645, 48.21642339229584, 51.07559561729431, 52.79092788696289, 53.868985176086426]
,ssim[0.6837004136009454, 0.5682357156702842, 0.5063667769627633, 0.4632284666487976, 0.4280722772261375, 0.40799879756612517, 0.3910579207907328, 0.3764560840507883, 0.36067750196256104, 0.34887807388557923]
3
,psnr[22.713204106555814, 20.358755999493603, 18.69404707551585, 17.656327160894964, 17.17119072102969, 16.651370197767385, 16.092969548438354, 15.668486849944003, 15.496545873057789, 15.428613726889903]
,mse[88.10444641113281, 151.72576904296875, 222.45225524902344, 282.8247985839844, 316.8773193359375, 356.5810241699219, 405.5525817871094, 447.4067687988281, 465.83416748046875, 475.5748291015625]
,mae,HSS20[0.6034467286563752, 0.5174603026271978, 0.4408588916264323, 0.37406498091209595, 0.33507542689052405, 0.28555637082652524, 0.2396137090746202, 0.19134135911048267, 0.16261575879832377, 0.16156393413468725]
,HSS35[0.39198971799382376, 0.3530469419155012, 0.25140670969449536, 0.18497599922708818, 0.1621052303026088, 0.13807487718344078, 0.10446894718571022, 0.07174347148422842, 0.06774380153688343, 0.07172077186551447]
HSS45[0.20291384682014962, 0.09840130581469564, 0.05442134170923918, 0.029126274823081753, 0.012233769063757297, -0.0005416785410423276, 0.01014668547866625, -0.001278199356885244, -0.0011838703204551746, -0.001009992140677452]
,CSI20[0.5600295833675734, 0.49031200608792375, 0.4341547725245317, 0.3924720814852475, 0.36926710734252066, 0.33429336567126466, 0.3080334495229679, 0.2766330556773345, 0.2563353621722175, 0.2521557788113011]
,CSI35[0.2586039747939894, 0.230188679245283, 0.15798525798525798, 0.11546292969217872, 0.10070397327287915, 0.08720046756282875, 0.06833504742315165, 0.049902786779001944, 0.04674549673997126, 0.04863258026159334]
,CSI45[0.11333333333333331, 0.052054794520547946, 0.028368794326241127, 0.015283842794759823, 0.006622516556291391, 0.0, 0.005434782608695652, 0.0, 0.0, 0.0]
[823.7767333984375, 1125.8309326171875, 1399.184814453125, 1603.708251953125, 1722.464111328125, 1841.541259765625, 1985.943603515625, 2110.740478515625, 2171.82666015625, 2209.2451171875]
,lpips[30.940735340118408, 37.44051456451416, 40.577054023742676, 42.76379942893982, 46.35629653930664, 48.57284724712372, 51.98020935058594, 53.47529649734497, 55.17874360084534, 55.89383840560913]
,ssim[0.6695800567195758, 0.5552097968429842, 0.47216320504289455, 0.41610017969575125, 0.3879576818339093, 0.36312747819694796, 0.3397561598481828, 0.3212181862970298, 0.3143858147083269, 0.3159196051251144]
4
,psnr[23.81949561114547, 21.380401122317128, 19.943894080977906, 18.89113778035866, 18.21658015230955, 17.799847930166287, 17.191658281885104, 16.842278525327803, 16.386796254691603, 16.174035920349226]
,mse[69.09685516357422, 120.6056137084961, 168.30252075195312, 214.89952087402344, 251.66490173339844, 278.0173645019531, 318.7096862792969, 345.939208984375, 383.72967529296875, 404.2557373046875]
,mae,HSS20[0.4908877042941597, 0.37588579185216947, 0.32773569584175694, 0.28191075388908454, 0.25860078245179213, 0.1992726387035406, 0.17297663352545703, 0.16042381416980392, 0.12548801646264482, 0.13444384238619414]
,HSS35[0.3851460015764704, 0.2704646120968918, 0.2221821012008532, 0.17409678813140828, 0.13707196613962244, 0.1065416582072337, 0.07276953844082477, 0.05690394317939462, 0.04436867069873739, 0.03517207908263789]
HSS45[0.14973593097127, 0.034805860027588086, 0.0, 0.0019908049166067684, 0.0, 0.0, -3.0466294866481532e-05, 0.0, 0.0, 0.0]
,CSI20[0.5971960032224319, 0.5369723861435199, 0.5202157501976626, 0.5003331464892705, 0.49220073183481444, 0.45516798408735376, 0.4415371951846897, 0.4347991096614047, 0.4154557867492715, 0.4223494123408424]
,CSI35[0.29278056251740464, 0.20193877551020406, 0.16565096952908587, 0.13072388264326842, 0.1024511750478322, 0.08245648865065185, 0.059471365638766524, 0.04641389908113024, 0.03653615107359601, 0.029970712658639764]
,CSI45[0.08157389635316699, 0.017948717948717944, 0.0, 0.0010040160642570282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[764.30908203125, 1033.99462890625, 1233.38134765625, 1412.647216796875, 1540.3687744140625, 1629.30908203125, 1763.4853515625, 1854.4208984375, 1960.683837890625, 2014.8482666015625]
,lpips[33.956849575042725, 38.25063705444336, 42.43326783180237, 45.39240002632141, 48.70384335517883, 48.44709634780884, 51.70161724090576, 52.24680304527283, 54.77203130722046, 53.17960977554321]
,ssim[0.721090661214606, 0.6334293763382077, 0.5787451831333998, 0.5444377891510652, 0.5193120202568583, 0.51261632984222, 0.4899843650919061, 0.4830453562300823, 0.47724500377478557, 0.47642281187463953]
5
,psnr[23.87061959566431, 21.681791699890674, 20.11019383663226, 19.094322855456664, 18.278215546321952, 17.73208874882851, 17.331209678305445, 16.88717226850138, 16.5440786610663, 16.262837074165446]
,mse[67.5633316040039, 112.58216094970703, 162.82022094726562, 205.9854736328125, 248.00106811523438, 281.4247741699219, 307.69927978515625, 339.8708190917969, 366.5664367675781, 391.075927734375]
,mae,HSS20[0.47854927073516057, 0.3707972799654776, 0.3057467574947998, 0.25538066519259983, 0.1903946911449357, 0.13759219069376585, 0.11393668832740277, 0.09728484524484282, 0.08385877214918139, 0.0840941419717507]
,HSS35[0.3968785263177667, 0.3082185658845579, 0.29805783465493735, 0.29030509944786953, 0.26675662276801543, 0.2222964064621253, 0.159235018728602, 0.1408281944246539, 0.10281545372621682, 0.0641920588711592]
HSS45[0.2130144337342324, 0.08186909002669183, 0.03212023343455216, 0.011126211518282473, 0.0034168621957538464, 0.0037284466846215824, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6045886130980674, 0.5373172867503424, 0.5073515039635139, 0.46682174606294913, 0.4243590855853902, 0.3971737855276489, 0.3847596245524079, 0.3754209287350498, 0.36667123591003514, 0.3717480674079731]
,CSI35[0.3043351548269581, 0.23380912193153053, 0.2222758343385605, 0.21635255660034705, 0.1998658353721095, 0.16787941787941787, 0.12184540941892963, 0.10552851182197497, 0.07664470631901271, 0.049619666515540777]
,CSI45[0.12127751402675876, 0.04378947368421053, 0.016917293233082706, 0.005804749340369392, 0.0019221528111484866, 0.001943634596695821, 0.0, 0.0, 0.0, 0.0]
[773.5924682617188, 1017.1094970703125, 1229.63671875, 1398.2015380859375, 1550.89990234375, 1672.6754150390625, 1760.616455078125, 1858.0029296875, 1944.889892578125, 2020.419189453125]
,lpips[34.716856479644775, 41.035524010658264, 45.07624804973602, 47.23750650882721, 50.546687841415405, 52.3314893245697, 54.572439193725586, 56.044936180114746, 58.083927631378174, 59.60046052932739]
,ssim[0.7123054875004582, 0.6291882389860913, 0.5701467721161184, 0.5346680784992744, 0.5091455139481732, 0.4938819653439097, 0.4905267110400878, 0.4740982299545482, 0.4657169619238838, 0.45347306390905107]
