0
,psnr[26.14402099103311, 24.187301144520802, 22.713299774833686, 21.916401083621555, 21.18907266074667, 20.57416720947982, 20.184783200208003, 19.95229391451883, 19.759487652245834, 19.348036923436183]
,mse[75.48544311523438, 118.42717742919922, 162.95773315429688, 200.81124877929688, 222.1807861328125, 239.51446533203125, 254.84449768066406, 271.1214294433594, 281.65545654296875, 291.9899597167969]
,mae,HSS20[0.5614524365575005, 0.4748999768209662, 0.40071857953740636, 0.35334477297034855, 0.3513939013218858, 0.3291490840956535, 0.31535813109620014, 0.28940316067477245, 0.29697751266797695, 0.2680916440847429]
,HSS35[0.1973463055160913, 0.17415171769850107, 0.11966767277191726, 0.016343914925678275, 0.0, 0.0, 0.005208607600800084, 0.0110807140977026, -0.0005550621111846616, -0.0006147380115088647]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.44193747792299554, 0.36668641056016243, 0.3114477453789098, 0.2763385146804836, 0.2753315649867374, 0.25949343126490737, 0.2516848966964976, 0.23550162268943134, 0.23856291749413255, 0.21701124410591222]
,CSI35[0.1107290233837689, 0.09682416731216113, 0.0651890482398957, 0.00857449088960343, 0.0, 0.0, 0.0027548209366391185, 0.006031882809133993, 0.0, 0.0]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[692.2630004882812, 918.5678100585938, 1114.9700927734375, 1269.3626708984375, 1355.665771484375, 1417.09423828125, 1472.9659423828125, 1519.6827392578125, 1551.05419921875, 1587.0992431640625]
,lpips[34.304749965667725, 40.94387590885162, 45.774561166763306, 49.1793692111969, 52.16032266616821, 53.496354818344116, 55.33246994018555, 56.4266562461853, 56.3112735748291, 56.48906230926514]
,ssim[0.662875128310851, 0.5444318279558983, 0.47473500734171253, 0.4291717343352141, 0.40073906566999723, 0.388326803351632, 0.37576539163641093, 0.37253377924727016, 0.36044212501345824, 0.3536704243126599]
2
,psnr[23.47459732194836, 21.206590799262145, 19.853722485452437, 18.942677962063748, 18.214817515450118, 17.86962821761278, 17.493960614678535, 17.165507439179482, 16.860304859867213, 16.590904993123157]
,mse[73.7423324584961, 124.22065734863281, 170.00711059570312, 209.93287658691406, 250.7572021484375, 273.0304260253906, 299.1160888671875, 323.72760009765625, 348.2846374511719, 372.81939697265625]
,mae,HSS20[0.6400490484108484, 0.5544643916635114, 0.5180386053710552, 0.487144933431206, 0.44509372245057055, 0.4034405926744348, 0.3756774478918264, 0.37202877213282853, 0.34614092558217824, 0.33447427530621543]
,HSS35[0.44393314780509124, 0.3459467528675812, 0.29540592250742664, 0.2553000146620348, 0.18699641117274665, 0.1383499949301927, 0.10085953427660174, 0.07032243303590617, 0.04989093764482489, 0.03227083792805424]
HSS45[0.07332254783010679, 0.053598603883104175, 0.020669748542764262, 0.015569612325421183, 0.002590250241334059, 0.0026211630302705085, -4.559607012943082e-05, 0.0031660549993109523, -1.5238539675995875e-05, -1.5237560216799145e-05]
,CSI20[0.5939910593616801, 0.5255684007707129, 0.4978255164398454, 0.47865018737388304, 0.4470860657911019, 0.41712241957046375, 0.40031181684149875, 0.40095, 0.38616536458333334, 0.3793608393408857]
,CSI35[0.30507310371896773, 0.2302405498281787, 0.19554433904795057, 0.16714722586282219, 0.12099773242630385, 0.09073359073359075, 0.07037128917555611, 0.052355570839064655, 0.03962152572442341, 0.028921919770773637]
,CSI45[0.03821656050955414, 0.027863777089783277, 0.010736196319018405, 0.008077544426494346, 0.0015015015015015015, 0.0014388489208633092, 0.0, 0.0016233766233766237, 0.0, 0.0]
[735.4046630859375, 996.0323486328125, 1200.6658935546875, 1354.36474609375, 1493.6041259765625, 1571.6907958984375, 1663.168212890625, 1749.3935546875, 1826.5595703125, 1896.4923095703125]
,lpips[31.058907508850098, 35.99734008312225, 40.6879186630249, 42.751967906951904, 46.48486375808716, 48.74064922332764, 48.38793873786926, 50.60684680938721, 51.54033899307251, 52.4462103843689]
,ssim[0.6858439337100575, 0.5684117599175609, 0.5007428482601658, 0.45479528034139804, 0.42044374714849303, 0.40709837011126854, 0.390740867826156, 0.3770607736218062, 0.3630461490413372, 0.35150675161058875]
3
,psnr[22.752289853258212, 20.50817592199435, 18.906588518421447, 17.883085663864367, 17.396454668393254, 16.95061275786466, 16.5139086650728, 16.110458063773393, 15.880264457197272, 15.776172122430788]
,mse[87.48329162597656, 146.54586791992188, 211.78834533691406, 268.4622497558594, 301.3553771972656, 333.43408203125, 368.00958251953125, 404.0407409667969, 426.8188781738281, 439.91558837890625]
,mae,HSS20[0.5734350876104061, 0.4983081592265375, 0.43308336805350806, 0.37598983405844194, 0.3274445335685059, 0.290937250415833, 0.24817301223350638, 0.21669558768694655, 0.17981179287357069, 0.16677411346248522]
,HSS35[0.3046636434519397, 0.2954380511033841, 0.23651382694977843, 0.16953054572789725, 0.1513372223235959, 0.14730499997389557, 0.08222634528856375, 0.06456415028144806, 0.0552282133068036, 0.048825662972074385]
HSS45[0.14627314648260012, 0.09500787441751787, 0.023737790782143966, 0.019100187088077727, -4.5422655436900114e-05, 0.0, 0.0, -1.5209478864298798e-05, 0.0, 0.0]
,CSI20[0.5305473540767657, 0.46971235194585453, 0.420863309352518, 0.3827668246620313, 0.3506609823379787, 0.32286353467561524, 0.29352706190122674, 0.2701155555555555, 0.2451856334318157, 0.23318078627797198]
,CSI35[0.191713048855906, 0.18650067130477235, 0.14638515674984, 0.10401300162520313, 0.09287204024046128, 0.09075342465753423, 0.05225624000983647, 0.04191476941039113, 0.03477626459143968, 0.030278670953912117]
,CSI45[0.07918552036199095, 0.05013927576601672, 0.012195121951219511, 0.009828009828009828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[820.5342407226562, 1108.4444580078125, 1368.90478515625, 1569.2227783203125, 1686.6318359375, 1781.407958984375, 1898.28271484375, 2006.083984375, 2091.97412109375, 2138.833984375]
,lpips[30.89815378189087, 36.75224184989929, 41.325366497039795, 44.23785209655762, 47.455525398254395, 49.96466636657715, 53.847676515579224, 55.116236209869385, 57.04530477523804, 57.81618356704712]
,ssim[0.6742879932977793, 0.5598599406509017, 0.4758397112219858, 0.418721914419163, 0.39258690934664686, 0.37381591501489386, 0.3541341571469919, 0.33618760816526927, 0.32547466765354305, 0.3192409686150355]
4
,psnr[23.626777932136278, 21.20297924938742, 19.818502867776182, 18.78585183860484, 18.112990721714638, 17.655095212782758, 17.01944921659632, 16.51005277420027, 15.970913066210539, 15.719561657499964]
,mse[72.25672912597656, 125.4634780883789, 173.4322967529297, 220.54830932617188, 259.0071105957031, 288.6637878417969, 333.77227783203125, 377.06829833984375, 428.2985534667969, 456.1795349121094]
,mae,HSS20[0.46428662793638104, 0.3670985069724874, 0.32288472553583314, 0.2684094672193698, 0.24533366396495063, 0.19860539869989705, 0.1748302404068807, 0.1572629326465942, 0.12574591885001182, 0.14241752560679075]
,HSS35[0.3451842098556988, 0.27263252135400373, 0.22714338451850405, 0.16305261495547896, 0.11250815858528664, 0.07324401353080867, 0.03871482684399236, 0.020411181551269243, 0.014972725816908892, 0.01058988027308809]
HSS45[0.13314055107682188, 0.03913875605719145, 0.0015420368546640998, 0.003920388747238498, -1.5242976413531746e-05, -9.108829712897463e-05, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.5789058484634785, 0.5275076867221093, 0.5109154968224874, 0.4872552050574076, 0.48042244640605297, 0.45091307523739943, 0.43912241811514635, 0.4252596342769225, 0.4035377972009781, 0.4107879029466374]
,CSI35[0.25870507621311706, 0.20417232021709636, 0.171022356536969, 0.12217179011072142, 0.08402168771150977, 0.05690948044991966, 0.031238636739281345, 0.01778442351743446, 0.01360480682419601, 0.010502749152207554]
,CSI45[0.07190795781399807, 0.020304568527918784, 0.0009140767824497257, 0.002002002002002002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[781.0138549804688, 1050.780517578125, 1244.5440673828125, 1421.4798583984375, 1547.014892578125, 1644.2410888671875, 1784.7169189453125, 1912.259765625, 2054.466796875, 2125.600830078125]
,lpips[34.43630039691925, 39.05708193778992, 44.131338596343994, 46.956390142440796, 50.1545786857605, 50.99412798881531, 53.3336341381073, 54.53662872314453, 57.45351314544678, 56.7272424697876]
,ssim[0.7227404857070312, 0.6349014208581415, 0.5818992680180203, 0.5501654533606453, 0.5293529268334118, 0.5269032962583972, 0.5028422216724593, 0.49277812233885376, 0.48615942130563694, 0.48416180796105185]
5
,psnr[23.766775492807696, 21.59470416709115, 20.059265486541523, 19.005622630692894, 18.106931441243397, 17.478959991828148, 16.974315574381457, 16.49211201191517, 16.178730129490464, 15.906429385513116]
,mse[69.24226379394531, 115.23877716064453, 165.55978393554688, 211.03622436523438, 258.9588928222656, 300.308349609375, 334.0965881347656, 371.3832702636719, 398.4559326171875, 426.69232177734375]
,mae,HSS20[0.4615411566310462, 0.3651210626437894, 0.29864453471712377, 0.23179520419194177, 0.1582485572575364, 0.10247039676243011, 0.07746632175228717, 0.058004493249382824, 0.04949849711399873, 0.05137121980692271]
,HSS35[0.3833873773447699, 0.3186766459941694, 0.30566506018352596, 0.25925413356391513, 0.20883385816545766, 0.17084205586060064, 0.11210578300307339, 0.07442825637603136, 0.04494294430321489, 0.02996051322294199]
HSS45[0.18573334281018303, 0.08145419501689137, 0.021429628331235243, 0.007151416474534504, 0.0008938911924235573, 0.0009119017848883183, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.5906006738701057, 0.5275442980463426, 0.49478318291877615, 0.4459178395747818, 0.39545748659289565, 0.3599154831401935, 0.3408994137106548, 0.32284495083914394, 0.30742812395122504, 0.3009516705095167]
,CSI35[0.29286443893185465, 0.2431172614712309, 0.22912427688011178, 0.19272565079879977, 0.1563573883161512, 0.12862934600106476, 0.08400174367916304, 0.05522115823073415, 0.03410245247424176, 0.021591871295512273]
,CSI45[0.10419368785127539, 0.0436241610738255, 0.011304757418747056, 0.003709591944886063, 0.0004852013585638039, 0.0004866180048661801, 0.0, 0.0, 0.0, 0.0]
[783.5774536132812, 1028.4981689453125, 1242.410888671875, 1417.72412109375, 1595.8946533203125, 1748.591064453125, 1859.71826171875, 1972.0465087890625, 2053.045654296875, 2132.08056640625]
,lpips[34.74804759025574, 42.83750355243683, 46.84925675392151, 49.722763895988464, 52.93540358543396, 55.86895942687988, 57.197463512420654, 59.04877185821533, 61.03169322013855, 61.84045076370239]
,ssim[0.7120131035243565, 0.6304078085967794, 0.5702502882613586, 0.5334564368183681, 0.5076349756537716, 0.4906902703873499, 0.48425980896889775, 0.4675570174400858, 0.45839993324540224, 0.44677762479654115]
